Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quando foi fundada a British Satellite Broadcasting?,1986,1.75,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Onde está localizada a British Satellite Broadcasting?,London,1.75,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Qual canal de televisão é propriedade da British Satellite Broadcasting?,Galaxy,2.54545,4.82961,1.0,0.429,0.0,1.0,1.0,0.000
Com qual empresa a British Satellite Broadcasting se fundiu?,Sky Television,2.1,4.61384,1.0,0.200,0.5,1.85566,1.0,0.000
Qual foi o serviço principal da British Satellite Broadcasting?,Direct broadcast satellite services,2.1,4.61384,1.0,0.333,1.5,3.01273,1.0,0.000
Qual é o nome completo da British Satellite Broadcasting?,British Satellite Broadcasting plc,2.1,4.61384,1.0,0.333,1.5,3.01273,1.0,0.000
Qual filme foi produzido pela British Satellite Broadcasting?,Hardware,2.11111,4.37319,1.0,0.167,0.0,1.0,1.0,0.000
Qual categoria a British Satellite Broadcasting pertence?,Mass media companies established in 1986,2.125,4.10211,1.0,0.200,2.5,3.79304,1.0,0.000
Quando a British Satellite Broadcasting começou a transmitir?,25 de março de 1990,2.11111,4.51932,0.875,0.200,0.8,3.59796,0.8,0.333
Qual foi a empresa sucessora da British Satellite Broadcasting?,BSkyB,2.7,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
