Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
```pergunta,resposta,1.0,1.85566,1.0,0.500,0.0,1.0,1.0,1.000
Qual é a总面积的主要 rainforest do Amazon?,5,2.0,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Quantas principais regiões contabilizam oAmazonas?,1,1.66667,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Quem utiliza o namesake de Guiana Amazonian Park para sua regionalidade?,France,2.16667,5.02467,1.0,0.000,0.0,1.0,1.0,0.000
Quantos grupos indígenas são preservados em Amazonia?,10,2.125,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual é a population majoritária dos Amazon?,390 billion individuals,2.0,4.10211,1.0,0.000,1.0,2.50045,1.0,0.000
Quais os 6 principais regiões que contabilizam oAmazonas?,1,1.88889,4.37319,1.0,0.000,0.0,1.0,1.0,0.000
Qual é o percentual de population no Amazon por citizenios indígenas?,9%,2.66667,5.02467,1.0,0.000,0.5,1.85566,1.0,0.000
Quantos grupos indígenas são subdivisionados em 9 nationalidades?,3,2.11111,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Qual é a总面积 dos 9 nationalidades subdivisionadas em Amazonia?,7,1.8,4.61384,1.0,0.000,0.0,1.0,1.0,0.000
