Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a população aproximada do sul da Califórnia em 2019?,23,3.25,5.02467,1.0,0.333,0.0,1.0,1.0,0.000
O que limita o sul da Califórnia ao sul?,fronteira internacional dos Estados Unidos com o México,2.3,4.92241,0.77778,0.200,1.25,4.37319,1.0,0.400
Qual empresa atende à região Southern California?,May Company California,2.875,4.10211,1.0,0.400,1.0,2.50045,1.0,0.000
Qual é a imagem representativa do sul da Califórnia mencionada no contexto?,I-8 (CA).svg,3.92308,5.20226,1.0,0.286,2.5,2.50045,1.0,0.000
Quem nasceu em Southern California e está relacionado à música?,Tilly Greene,2.63636,4.82961,1.0,0.167,0.5,1.85566,1.0,0.000
Qual modelo de página wiki é usado para descrever Southern California?,Template:Portal,2.08333,5.02467,1.0,0.500,1.0,1.85566,1.0,0.000
O que afetou a região do sul da Califórnia em 1994?,1994 Northridge earthquake,2.58333,5.02467,1.0,0.400,1.0,2.50045,1.0,0.000
Qual condado pertence à subdivisão do sul da Califórnia?,Kern County,2.8,4.61384,1.0,0.200,0.5,1.85566,1.0,0.000
Quem reside atualmente no sul da Califórnia?,Nolan Bushnell,2.375,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Qual é a coordenada geográfica do sul da Califórnia mencionada no contexto?,34.0 -117.0,3.92308,5.20226,1.0,0.143,0.5,1.85566,1.0,0.000
