Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Another point is the global expenditure. The context mentions $11 trillion a year. So a question could be Qual é o valor anual médio do gasto global na construção?, answer 11 trilhões de dólares.,2.16371,7.20301,0.9,0.385,1.5,3.43523,1.0,0.000
The hazardous nature of the industry: the context says about 20% of US industry fatalities in 2019 were in construction. So a question: Qual é a porcentagem de mortes no setor de construção nos EUA em 2019?, answer 20 por cento.,3.31922,7.96722,0.78947,0.074,1.4,3.01273,1.0,0.333
The term megaprojetos is mentioned in the example. So a question: Os maiores projetos de construção são conhecidos como o quê?, answer megaprojetos.,3.4,6.40552,0.95238,0.188,1.0,1.85566,1.0,0.000
The process includes repairs and maintenance. So a question: O que envolve a construção em relação a manutenção?, answer reparos e manutenção.,2.57143,6.22924,0.88889,0.091,1.4,3.01273,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é a origem do termo construção?,do latim e do francês antiguo,2.0,4.10211,1.0,0.750,1.16667,3.95066,0.83333,0.333
Quais são os passos principais na construção de um edifício?,planejamento,2.09091,4.82961,1.0,0.600,0.0,1.0,1.0,1.000
Qual é o percentual do produto interno bruto da construção?,seis a nove por cento,2.63636,4.82961,1.0,0.667,1.0,3.43523,1.0,1.000
Qual é o valor anual médio do gasto global na construção?,11 trilhões de dólares,2.58333,5.02467,1.0,0.857,0.75,3.01273,1.0,0.000
Qual é a porcentagem de mortes no setor de construção nos EUA em 2019?,20 por cento,2.2,5.63172,0.92857,0.286,0.66667,2.50045,1.0,0.500
O que é essencial para a execução bem-sucedida de um projeto?,planejamento eficaz,2.25,5.02467,1.0,0.600,0.5,1.85566,1.0,0.500
Qual empresa é associada à indústria de construção?,Gammon Construction,1.77778,4.37319,1.0,0.600,0.5,1.85566,1.0,0.000
Os maiores projetos de construção são conhecidos como o quê?,megaprojetos,2.63636,4.82961,1.0,0.500,0.0,1.0,1.0,0.000
O que envolve a construção em relação a manutenção?,reparos e manutenção,1.7,4.75438,0.88889,0.333,0.66667,2.50045,1.0,0.000
Qual é a contribuição do setor de construção para o PIB global?,cerca de 13 por cento,1.84615,5.20226,1.0,0.333,1.0,3.43523,1.0,0.500
