Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Resposta: Pàrlamaid na h-Alba, Scottish Pairlament.,1.2,3.01273,1.0,0.000,1.0,1.85566,1.0,0.000
Localização principal do Parlamento Escocês,Edimburgo (Holyrood),1.2,3.43523,1.0,0.250,1.5,1.85566,1.0,0.000
Número de membros do Parlamento Escocês,129 MSPs,1.33333,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
Sistema eleitoral do Parlamento Escocês,73 representantes por pluralidade e 52 proporcionalmente distribuídos,1.2,3.43523,1.0,0.250,1.625,4.37319,1.0,0.000
Data da última eleição geral para o Parlamento Escocês,6 de maio de 2021,1.33333,4.61384,1.0,0.500,0.8,3.59796,0.8,0.333
Líder atual ou presidente do Parlamento Escocês,Alison Johnstone,1.42857,4.10211,1.0,0.400,0.5,1.85566,1.0,0.000
Tipo de comissões ou assuntos tratados pelo Parlamento Escocês,Transport,1.66667,4.61384,1.0,0.000,0.0,1.0,1.0,0.000
Origem histórica recente do Parlamento Escocês,Reinstalado em 1998 após ter sido suspenso pela União de 1707,1.33333,3.79304,1.0,0.200,1.09091,5.02467,1.0,0.286
Relação entre o Parlamento Escocês e o Parlamento da Grã-Bretanha,Partilham competências,1.4,5.12344,0.8,0.000,0.5,1.85566,1.0,0.000
Cargo político que responde ao Parlamento Escocês,Primeiro Ministro da Escócia,1.14286,4.10211,1.0,0.200,1.0,3.01273,1.0,0.000
