Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é um número primo?,Um número primo é um número natural maior que 1 que tem exatamente dois divisores distintos: 1 e ele mesmo.,1.57143,3.79304,1.0,1.000,3.36364,6.65876,0.8,0.500
Quais são exemplos de pares de primos gêmeos?,(3,1.66667,4.51932,0.875,0.200,0.5,1.0,1.0,0.000
Quantos números primos existem abaixo de 1000?,168,2.0,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
O que é um primorial?,O primorial de um número é o produto de todos os números primos menores ou iguais a esse número.,1.5,3.43523,1.0,0.000,2.25,6.44608,0.84211,0.222
Qual é a fatoração de 103?,103 é um número primo.,1.57143,3.79304,1.0,0.000,1.5,3.43523,1.0,0.750
Qual é a fatoração de 47?,47 é um número primo.,1.57143,3.79304,1.0,0.000,1.5,3.43523,1.0,0.750
Quais são os números primos na lista fornecida?,2,2.33333,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Quais são os números primos mencionados na lista de primorials?,2,2.90909,4.82961,1.0,0.333,0.0,1.0,1.0,0.000
Quais são os números primos mencionados na lista de primorials para p# – 1?,3,2.8125,5.51466,1.0,0.333,0.0,1.0,1.0,0.000
Quem é conhecido por estudos sobre números primos?,Heinrich Scherk,1.77778,4.37319,1.0,0.200,0.5,1.85566,1.0,0.000
