Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é o Islamismo político?,É uma ideologia político-religiosa,1.57143,3.95066,0.83333,0.333,0.75,3.01273,1.0,0.000
Qual é um objetivo principal dos defensores do Islamismo?,Implementar a xaria,2.1,4.61384,1.0,0.600,0.66667,2.50045,1.0,0.000
Que tipo de unidade política é enfatizada pelo Islamismo?,Unidade política pan-islâmica,2.1,4.61384,1.0,0.500,1.0,2.50045,1.0,0.333
Qual é um dos objetivos políticos do Islamismo?,Criar Estados islâmicos,1.77778,4.37319,1.0,0.000,1.0,2.50045,1.0,0.000
O que o Islamismo rejeita principalmente?,Influências não-muçulmanas,1.71429,3.95066,0.83333,0.333,0.5,1.85566,1.0,0.000
Qual organização tem como ideologia o Islamismo?,Al-Wefaq,1.875,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual é uma característica comum dos grupos que seguem o Islamismo?,Rejeitar influências não-muçulmanas,2.25,5.02467,1.0,0.333,1.0,2.50045,1.0,0.000
Que tipo de modelo wiki é usado para representar o Islamismo?,Template:Main,2.08333,5.02467,1.0,0.571,1.0,1.85566,1.0,0.000
Qual organização terrorista tem como ideologia o Islamismo?,Al-Qaeda,2.0,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
O que é o Islamismo político?,É uma ideologia político-religiosa,1.57143,3.95066,0.83333,0.333,0.75,3.01273,1.0,0.000
Qual é um objetivo principal dos defensores do Islamismo?,Implementar a xaria,2.1,4.61384,1.0,0.600,0.66667,2.50045,1.0,0.000
Que tipo de unidade política é enfatizada pelo Islamismo?,Unidade política pan-islâmica,2.1,4.61384,1.0,0.500,1.0,2.50045,1.0,0.333
Qual é um dos objetivos políticos do Islamismo?,Criar Estados islâmicos,1.77778,4.37319,1.0,0.000,1.0,2.50045,1.0,0.000
O que o Islamismo rejeita principalmente?,Influências não-muçulmanas,1.71429,3.95066,0.83333,0.333,0.5,1.85566,1.0,0.000
Qual organização tem como ideologia o Islamismo?,Al-Wefaq,1.875,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual é uma característica comum dos grupos que seguem o Islamismo?,Rejeitar influências não-muçulmanas,2.25,5.02467,1.0,0.333,1.0,2.50045,1.0,0.000
Que tipo de modelo wiki é usado para representar o Islamismo?,Template:Main,2.08333,5.02467,1.0,0.571,1.0,1.85566,1.0,0.000
Qual organização terrorista tem como ideologia o Islamismo?,Al-Qaeda,2.0,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
