Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quando a Sky foi lançada no Reino Unido?,1989,1.88889,4.37319,1.0,0.000,0.0,1.0,1.0,0.000
Qual é o principal serviço oferecido pela Sky no Reino Unido?,Televisão por assinatura,3.0,5.02467,1.0,0.286,0.66667,2.50045,1.0,0.500
Qual é o nome da plataforma de streaming da Sky?,Sky Q,1.90909,4.96484,0.9,0.400,0.5,1.85566,1.0,0.000
Quem é o maior concorrente da Sky no mercado de TV por assinatura no Reino Unido?,Virgin Media,3.11765,5.89142,0.9375,0.556,0.5,1.85566,1.0,0.000
Quantos canais a Sky oferece no Reino Unido?,Mais de 300 canais,2.44444,4.37319,1.0,0.000,1.5,3.01273,1.0,0.000
Qual é o nome da operadora de telefonia móvel da Sky?,Sky Mobile,2.08333,5.1549,0.90909,0.500,0.5,1.85566,1.0,0.000
A Sky oferece serviços de internet banda larga no Reino Unido?,Sim,2.41667,5.02467,1.0,0.250,0.0,1.0,1.0,0.000
Qual é o serviço de cinema da Sky no Reino Unido?,Sky Cinema,2.25,5.02467,1.0,0.333,0.5,1.85566,1.0,0.000
A Sky pertence a uma empresa internacional?,Sim,1.75,4.25402,0.85714,0.500,0.0,1.0,1.0,0.000
Qual é o slogan da Sky no Reino Unido?,Sky: Watch More,2.7,4.61384,1.0,0.200,1.0,2.50045,1.0,0.000
