Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual o tamanho territorial de Victoria em km²?,227.444 km2,1.8,4.37319,1.0,0.600,0.5,1.85566,1.0,0.000
Qual o estado faz fronteira com Victoria ao norte?,New South Wales,1.9,4.61384,1.0,0.600,1.0,2.50045,1.0,0.000
Qual a população estimada de Victoria?,Mais de 6,1.71429,3.79304,1.0,0.333,0.66667,2.50045,1.0,0.000
Qual oceano banha a costa sul de Victoria?,Bass Strait,1.77778,4.37319,1.0,0.800,0.5,1.85566,1.0,0.000
Qual a capital de Victoria?,Melbourne,1.5,3.43523,1.0,1.000,0.0,1.0,1.0,0.000
Qual a porcentagem de imigrantes em Victoria?,35,1.625,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Qual o nome de um grupo aborígene que habita Victoria?,Boonwurrung,1.81818,4.82961,1.0,0.400,0.0,1.0,1.0,0.000
Quem foi James Cook em relação a Victoria?,Reivindicou a costa australiana,2.0,4.37319,1.0,0.857,0.75,3.01273,1.0,0.333
Em que ano Victoria se tornou uma colônia separada?,1851,2.0,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
Qual foi o impacto da corrida do ouro em Victoria?,Aumento da população e riqueza,2.63636,4.82961,1.0,0.400,0.8,3.43523,1.0,0.667
