Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que são ctenóforos?,um filo de animais marinhos,1.4,3.01273,1.0,0.500,0.8,3.43523,1.0,0.000
Qual o nome comum mais conhecido para os ctenóforos?,carambolas-do-mar ou águas-vivas-de-pente,2.3,4.61384,1.0,0.800,0.66667,2.50045,1.0,0.000
Qual a característica distintiva dos ctenóforos?,a presença de pentes formados por cílios,2.0,3.79304,1.0,0.333,1.28571,4.10211,1.0,0.250
Como os ctenóforos se locomovem?,usando pentes formados por cílios,1.5,3.43523,1.0,0.000,1.0,3.43523,1.0,0.000
Qual o tamanho máximo de um ctenóforo adulto?,1,1.77778,4.37319,1.0,0.750,0.0,1.0,1.0,0.000
Por que a semelhança entre ctenóforos e medusas é considerada uma convergência evolutiva?,porque representam adaptações semelhantes a ambientes marinhos mas não indicam um relacionamento filogenético próximo,2.42857,5.36491,1.0,0.143,1.5,5.51466,1.0,0.600
Desde quando os ctenóforos são encontrados no registro fóssil?,desde o Cambriano,1.9,4.61384,1.0,0.600,0.66667,2.50045,1.0,0.000
Por que os ctenóforos são considerados únicos?,porque são os maiores animais não coloniais conhecidos que se locomovem utilizando cílios,1.875,4.10211,1.0,0.250,1.23077,5.36491,1.0,0.333
O que significa o nome científico Ctenophora?,do grego κτείς (kteis) 'pente' e φέρω (pherō) 'portador',2.25,4.25402,0.85714,0.500,2.41176,4.61384,1.0,0.429
Quais são as principais características físicas dos ctenóforos?,morfologia globosa,2.0,4.37319,1.0,0.200,0.5,1.85566,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
O que são ctenóforos?,um filo de animais marinhos,1.4,3.01273,1.0,0.500,0.8,3.43523,1.0,0.000
Qual o nome comum mais conhecido para os ctenóforos?,carambolas-do-mar ou águas-vivas-de-pente,2.3,4.61384,1.0,0.800,0.66667,2.50045,1.0,0.000
Qual a característica distintiva dos ctenóforos?,a presença de pentes formados por cílios,2.0,3.79304,1.0,0.333,1.28571,4.10211,1.0,0.250
Como os ctenóforos se locomovem?,usando pentes formados por cílios,1.5,3.43523,1.0,0.000,1.0,3.43523,1.0,0.000
Qual o tamanho máximo de um ctenóforo adulto?,1,1.77778,4.37319,1.0,0.750,0.0,1.0,1.0,0.000
Por que a semelhança entre ctenóforos e medusas é considerada uma convergência evolutiva?,porque representam adaptações semelhantes a ambientes marinhos mas não indicam um relacionamento filogenético próximo,2.42857,5.36491,1.0,0.143,1.5,5.51466,1.0,0.600
Desde quando os ctenóforos são encontrados no registro fóssil?,desde o Cambriano,1.9,4.61384,1.0,0.600,0.66667,2.50045,1.0,0.000
Por que os ctenóforos são considerados únicos?,porque são os maiores animais não coloniais conhecidos que se locomovem utilizando cílios,1.875,4.10211,1.0,0.250,1.23077,5.36491,1.0,0.333
O que significa o nome científico Ctenophora?,do grego κτείς (kteis) 'pente' e φέρω (pherō) 'portador',2.25,4.25402,0.85714,0.500,2.41176,4.61384,1.0,0.429
Quais são as principais características físicas dos ctenóforos?,morfologia globosa,2.0,4.37319,1.0,0.200,0.5,1.85566,1.0,0.000
