Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual tipo de escola não é governamental?,Escola privada,2.0,4.10211,1.0,0.800,0.5,1.85566,1.0,0.500
Como são chamadas as escolas que não dependem da governança do governo?,Escolas privadas,2.0,5.20226,1.0,0.571,0.5,1.85566,1.0,0.000
O que é uma escola privada?,Não administrada pelo governo,1.57143,3.79304,1.0,0.667,0.75,3.01273,1.0,0.333
Em qual aspecto diferem escolas públicas e privadas?,Governança independente,1.77778,4.37319,1.0,0.200,0.5,1.85566,1.0,0.500
Por que a maioria das escolas privadas tem um conselho de administração?,Garantir seu funcionamento autônomo,2.23077,5.20226,1.0,0.500,0.75,3.01273,1.0,0.333
O termo escola autônoma é usado na administração de quais instituições?,Escolas privadas,2.25,5.02467,1.0,0.571,0.5,1.85566,1.0,0.000
Que tipo de escola não depende do financiamento governamental?,Escola Privada,2.1,4.61384,1.0,0.667,0.5,1.85566,1.0,0.000
Por que as escolas privadas têm um sistema de governo próprio?,Para garantir o seu funcionamento independente,2.0,5.02467,1.0,0.500,0.83333,3.79304,1.0,1.000
Qual é a principal característica das escolas privadas?,Governança independentemente da administração governamental,1.77778,4.37319,1.0,0.400,2.0,3.43523,1.0,0.250
Como se diferenciam as escolas públicas e as privadas em termos de financiamento?,Não dependem do financiamento governamental,2.21429,5.48607,0.92308,0.000,1.0,3.43523,1.0,0.000
