Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é o rio que atravessa a cidade de Fresno?,O rio San Joaquin,1.72727,4.82961,1.0,0.400,1.0,3.01273,1.0,0.333
Qual é o clima característico de Fresno?,Mediterrâneo,1.75,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Qual é o apelido de Fresno?,A Cidade das Árvores,1.57143,3.79304,1.0,0.333,1.0,3.01273,1.0,0.000
Qual a data de fundação da cidade de Fresno?,1872,1.8,4.75438,0.88889,0.500,0.0,1.0,1.0,0.000
Qual é a universidade mais conhecida em Fresno?,Universidade Estadual da Califórnia,1.88889,4.37319,1.0,0.400,1.5,3.01273,1.0,0.000
Qual é a principal atividade econômica de Fresno?,Agricultura,1.66667,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Qual é o aeroporto principal de Fresno?,Aeroporto Internacional de Fresno Yosemite,1.75,4.10211,1.0,0.500,1.0,3.43523,1.0,0.200
Qual a população estimada de Fresno?,Aproximadamente 530.000 habitantes,1.71429,3.79304,1.0,0.333,1.0,2.50045,1.0,0.000
Qual é a principal cidade do Vale do San Joaquin?,Fresno,2.63636,4.96484,0.9,0.429,0.0,1.0,1.0,0.000
Qual evento cultural é realizado em Fresno?,Festival Internacional de Fresno,1.875,4.10211,1.0,0.400,1.0,3.01273,1.0,0.250
