Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual foi o nome oficial da dinastia Yuan?,Great Yuan (大元),1.88889,4.37319,1.0,0.600,2.0,2.50045,1.0,0.000
Quem foi o fundador da dinastia Yuan?,Kublai Khan,2.125,4.10211,1.0,0.000,0.5,1.85566,1.0,0.000
Qual dinastia precedeu a dinastia Yuan?,Song,1.71429,3.95066,0.83333,0.000,0.0,1.0,1.0,0.000
Qual dinastia sucedeu a dinastia Yuan?,Ming,1.71429,3.95066,0.83333,0.000,0.0,1.0,1.0,0.000
Qual era a principal língua usada na dinastia Yuan?,Chinês e Mongol,2.2,4.61384,1.0,0.500,0.66667,2.50045,1.0,0.000
Qual foi o título de Kublai Khan além de Imperador da China?,Great Khan,1.92308,5.32781,0.91667,0.143,0.5,1.85566,1.0,0.000
Em que ano Kublai Khan proclamou formalmente a dinastia Yuan?,1271,2.45455,4.82961,1.0,0.143,0.0,1.0,1.0,0.000
Qual evento marcou o fim da dinastia Yuan?,Derrota pelas forças da dinastia Ming,2.11111,4.37319,1.0,0.400,2.5,3.79304,1.0,0.000
Qual era a principal religião praticada na dinastia Yuan?,Budismo,2.2,4.61384,1.0,0.500,0.0,1.0,1.0,0.000
Qual foi a capital da dinastia Yuan?,Shangdu (inicialmente),2.0,4.10211,1.0,0.500,0.75,1.85566,1.0,0.000
