Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quais são os dois principais tipos de desigualdade econômica mencionados no contexto?,Desigualdade de renda e desigualdade de riqueza.,2.23077,5.20226,1.0,0.143,1.875,4.44634,0.71429,0.500
Qual é uma medida amplamente utilizada para medir a desigualdade econômica?,Coeficiente de Gini.,2.25,5.02467,1.0,0.286,1.25,2.50045,1.0,0.000
Qual índice considera a desigualdade no Índice de Desenvolvimento Humano?,Índice de Desenvolvimento Humano Ajustado por Desigualdade.,2.72727,4.96484,0.9,0.286,2.0,4.10211,1.0,0.286
Como a globalização afetou a desigualdade global?,Reduziu a desigualdade entre nações.,2.0,4.25402,0.85714,0.000,1.5,3.43523,1.0,0.000
Quando a desigualdade de renda entre nações atingiu o pico?,Na década de 1970.,2.18182,4.82961,1.0,0.400,1.4,3.01273,1.0,0.500
O que aconteceu com os níveis de renda entre países desde a década de 1970?,Convergência,1.8125,5.76639,0.93333,0.333,0.0,1.0,1.0,0.000
Qual percentual de economias avançadas viu aumento da desigualdade de renda nos últimos 30 anos?,Próximo de 90%.,2.6875,5.76639,0.93333,0.222,1.4,3.01273,1.0,0.000
Qual efeito a desigualdade tem sobre o crescimento econômico?,Reduz crescimento econômico e estabilidade macroeconômica.,1.9,4.61384,1.0,0.600,1.71429,3.79304,1.0,0.400
Como impostos e transferências afetam a desigualdade de renda?,Reduzem a desigualdade de renda em um terço.,2.1,4.61384,1.0,0.200,1.66667,4.37319,1.0,0.750
Qual é o principal fator para reduzir a desigualdade por meio de políticas governamentais?,Gastos sociais públicos (pensões,2.06667,5.51466,1.0,0.429,1.2,3.01273,1.0,0.000
