Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Onde o Reno deságua?,Mar do Norte,1.4,3.01273,1.0,0.000,1.0,2.50045,1.0,0.333
Qual rio flui para o Reno perto de Schwarzbach?,Schwarzbach,2.1,4.61384,1.0,0.500,0.0,1.0,1.0,0.000
Quais usinas nucleares usam o Reno para resfriamento?,Biblis Nuclear Power Plant e Mülheim-Kärlich Nuclear Power Plant,1.88889,4.37319,1.0,0.000,1.88889,5.12872,0.66667,0.000
Qual é a distância percorrida pelo Reno?,1.233 km,2.0,4.10211,1.0,0.250,0.5,1.85566,1.0,0.000
Pelo qual país o Reno tem a seção mais longa?,Alemanha,2.0,4.82961,1.0,0.500,0.0,1.0,1.0,0.000
Nomeie uma ponte que atravessa o Reno.,Ludendorff Bridge ou Deutz Suspension Bridge,1.625,4.10211,1.0,0.250,1.33333,3.95066,0.83333,0.000
Em qual língua Reno significa grande rio?,Alemão,1.875,4.10211,1.0,0.600,0.0,1.0,1.0,0.000
Qual é um rio que deságua no Reno em Mainz?,Lahn,1.81818,4.82961,1.0,0.333,0.0,1.0,1.0,0.000
Onde está localizado o delta do Reno?,Delta do Reno–Mosa–Escalda,1.75,4.10211,1.0,0.000,3.0,2.50045,1.0,0.000
Qual é a elevação do ponto de chegada do Reno?,0.0 metros,1.90909,4.96484,0.9,0.600,0.5,1.85566,1.0,0.000
