Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Let me structure each line as pergunta,resposta,1.57143,4.10211,1.0,0.200,0.0,1.0,1.0,1.000
1. Quem fundou a dinastia Yuan?,Kublai Khan,1.0,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
2. Qual era o nome oficial em chinês?,Grande Yuan,1.125,4.37319,1.0,1.000,0.5,1.85566,1.0,0.000
3. Em que ano foi estabelecida?,1271,1.16667,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
4. Qual foi a dinastia predecessora?,Song,1.0,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
5. Qual foi a dinastia sucessora?,Ming,1.0,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
6. Onde estava localizada a capital?,Shangdu,1.0,3.79304,1.0,0.500,0.0,1.0,1.0,0.000
7. Quem era o avô de Kublai Khan?,Genghis Khan,1.375,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
8. Qual foi o estado sucessionário após 1368?,Estado do Norte dos Yuan,1.125,4.37319,1.0,0.200,2.0,3.43523,1.0,0.000
9. Qual moeda foi usada?,Notas de papel,1.05,3.43523,1.0,0.250,0.66667,2.50045,1.0,0.500
10.Qual batalha marcou o fim da dinastia?,Batalha de Yamen,2.2,4.10211,1.0,0.400,0.66667,2.50045,1.0,0.333
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quem fundou a dinastia Yuan?,Kublai Khan,1.5,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
Qual era o nome oficial em chinês?,Grande Yuan,1.75,4.10211,1.0,1.250,0.5,1.85566,1.0,0.000
Em que ano foi estabelecida?,1271,1.83333,3.43523,1.0,0.333,0.0,1.0,1.0,0.000
Qual foi a dinastia predecessora?,Song,1.5,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Qual foi a dinastia sucessora?,Ming,1.5,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Onde estava localizada a capital?,Shangdu,1.5,3.43523,1.0,0.667,0.0,1.0,1.0,0.000
Quem era o avô de Kublai Khan?,Genghis Khan,2.25,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Qual foi o estado sucessionário após 1368?,Estado do Norte dos Yuan,1.75,4.10211,1.0,0.250,2.0,3.43523,1.0,0.000
Qual moeda foi usada?,Notas de papel,1.6,3.01273,1.0,0.333,0.66667,2.50045,1.0,0.500
Qual batalha marcou o fim da dinastia?,Batalha de Yamen,1.875,4.10211,1.0,0.500,0.66667,2.50045,1.0,0.333
