Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
What is the definition of force in classical mechanics?,Force is a vector quantity that represents the interaction between objects,3.8,4.61384,1.0,0.000,2.81818,5.02467,1.0,0.000
What are the two elements of a force?,Magnitude and direction.  ,2.88889,4.37319,1.0,0.000,1.25,2.50045,1.0,0.000
What is the second law of Newton?,The acceleration of an object is directly proportional to the net force acting on it and inversely proportional to its mass (F = ma).  ,2.875,4.10211,1.0,0.000,7.7037,6.77102,0.86957,0.087
What are some related concepts to force?,Pressure,2.875,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
What is the relationship between force and deformation?,Force can cause deformation in materials,3.33333,4.37319,1.0,0.000,2.5,3.79304,1.0,0.000
What is the hyperonym of the entity Cape Canaveral Air Force Station Launch Complex 3?,Force.  ,4.1875,5.76639,0.93333,0.000,0.5,1.0,1.0,0.000
What is the hyperonym of the entity Operation Jackpot (drug investigation)?,Force.  ,5.71429,5.1549,0.90909,0.000,0.5,1.0,1.0,0.000
What is the hyperonym of the entity Federal Security Force (Pakistan)?,Force.  ,6.5,5.1549,0.90909,0.000,0.5,1.0,1.0,0.000
What is the hyperonym of the entity Military of Mauritania?,Force.  ,4.27273,5.12344,0.8,0.000,0.5,1.0,1.0,0.000
What is the hyperonym of the entity Coal and Iron Police?,Force.,4.75,5.1549,0.90909,0.000,0.5,1.0,1.0,0.000
