Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Ducado da Normandia,Ducado da Normandia.  ,1.0,2.50045,1.0,0.000,1.25,2.50045,1.0,0.000
Em que século a identidade normanda se formou?,século X.  ,2.0,4.37319,1.0,0.500,1.0,1.85566,1.0,0.500
Quem foi o líder viking que jurou fidelidade ao rei franco?,Rollo.  ,2.08333,5.02467,1.0,0.429,0.5,1.0,1.0,0.000
Qual idioma os normandos falavam originalmente?,Old Norse.  ,1.85714,3.79304,1.0,0.250,1.0,1.85566,1.0,0.000
Quais territórios os normandos conquistaram?,Inglaterra e Sicília.  ,1.66667,3.43523,1.0,0.000,1.25,2.50045,1.0,0.000
Qual religião os normandos adotaram?,Cristianismo.  ,1.66667,3.43523,1.0,0.333,0.5,1.0,1.0,0.000
Onde estão os últimos vestígios do Ducado da Normandia?,Ilhas do Canal.  ,2.3,4.61384,1.0,0.000,1.25,2.50045,1.0,0.000
Quem foi o duque na Batalha de Hastings?,Guilherme,2.0,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Qual estilo arquitetônico os normandos usavam?,Romanesco.  ,1.71429,3.79304,1.0,0.250,0.5,1.0,1.0,0.000
Em que ano o Ducado da Normandia perdeu a terra firme?,1204.,2.25,5.02467,1.0,0.429,0.5,1.0,1.0,0.000
