Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
- As partes da Terra incluídas na litosfera são, crostra e a parte superior rígida do manto superior. The other word for the upper mantle is astenosphere.,4.0,4.37319,1.0,0.200,2.35,6.22924,0.88889,0.133
Uma rocha ígnea é formada por processos como calor e pressão?,O conteúdo mineral de uma rocha muda devido a calor e pressão.,2.16667,5.02467,1.0,0.429,2.15385,5.20226,1.0,0.857
A rocha sedimentar pode ser transformada em que tipo de rocha?,Rocha metamórfica.,1.91667,5.1549,0.90909,0.571,1.0,1.85566,1.0,0.000
O que muda o conteúdo mineral de uma rocha?,Calor e pressão.,2.1,4.75438,0.88889,0.800,1.25,2.50045,1.0,0.500
Quais são os três principais tipos de rock?,ígnea,1.66667,4.37319,1.0,0.500,0.0,1.0,1.0,0.000
A rocha sedimentar pode ser transformada em qual dos três tipos de rocha?,Rocha metamórfica.,1.92857,5.48607,0.92308,0.429,1.0,1.85566,1.0,0.000
O que separa a crostra da parte superior rígida do manto superior?,Unconformidade.,2.23077,5.32781,0.91667,0.286,0.5,1.0,1.0,0.000
Uma sill é um tipo de rocha que forma quando magma cools lentamente em baixa profundidade. Qual é o lugar de sua formação?,Dependenza de localização.,1.84191,6.66798,0.91304,0.462,1.25,2.50045,1.0,0.000
Uma sill é resultado de inversions volcanicistas. De onde são retirados os minerais da sill?,Do melts de magmas profundos.,1.76389,5.89204,0.86667,0.222,1.5,3.43523,1.0,0.000
O que é responsável por que a crostra e a parte superior rígida do manto sejam separadas?,Tectonics.,2.77778,6.12437,0.88235,0.333,0.5,1.0,1.0,0.000
A литosfera da Terra está dividida em quais partes?,Placas tectônicas.,2.2,4.61384,1.0,0.000,1.0,1.85566,1.0,0.000
As placas tectônicas podem ser vistidas como o acoplamento íntimo entre placas rígidas na superfície da Terra e o quê?,O manto convectivo.,2.66667,6.42016,0.9,0.786,1.5,2.50045,1.0,0.000
Em que década foi descoberta a propagação do fundo do mar?,Década de 1960.,2.25,5.1549,0.90909,0.833,1.25,2.50045,1.0,0.000
