Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que é geologia?,Estudo da Terra e objetos astronômicos,1.4,3.01273,1.0,0.000,1.33333,3.79304,1.0,0.000
O que a geologia estuda?,Estrutura e processos da Terra,1.66667,3.43523,1.0,0.000,1.0,3.43523,1.0,0.000
Com qual ciência a geologia se sobrepõe?,Hidrologia e ciências da Terra,2.0,4.10211,1.0,0.333,1.0,3.43523,1.0,0.000
Quais são os métodos utilizados pelos geólogos?,Trabalho de campo e análise química,2.0,4.10211,1.0,0.250,1.16667,3.79304,1.0,0.750
O que a geologia fornece evidências?,Tectônica de placas e clima passado,1.71429,3.79304,1.0,0.000,1.16667,3.79304,1.0,0.750
Qual a importância da geologia na engenharia?,Engenharia geológica e geotécnica,2.375,4.10211,1.0,0.333,1.0,3.01273,1.0,0.000
Para que servem os estudos geológicos?,Compreender a história da Terra,1.57143,3.79304,1.0,0.000,1.0,3.43523,1.0,0.250
Como a geologia contribui para o clima?,Estudos de mudanças climáticas passadas,1.75,4.10211,1.0,0.333,0.8,3.43523,1.0,0.000
Quais recursos a geologia ajuda a explorar?,Minerais e recursos hídricos,2.125,4.25402,0.85714,0.500,0.75,3.01273,1.0,0.000
Como a geologia ajuda a entender terremotos?,Estudo da estrutura da Terra,2.0,4.25402,0.85714,0.500,2.0,3.59796,0.8,0.333
