Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
O que é desobediência civil?,É uma forma de protesto não violento,1.5,3.43523,1.0,0.333,0.85714,4.10211,1.0,0.800
Quem é considerado o pai da desobediência civil?,Henry David Thoreau,2.11111,4.37319,1.0,0.400,1.0,2.50045,1.0,0.000
Quais são exemplos históricos notáveis de desobediência civil?,Movimentos liderados por Mahatma Gandhi e Martin Luther King Jr.,2.0,4.37319,1.0,0.333,2.09091,4.82961,1.0,0.000
Qual é o princípio fundamental da desobediência civil?,Oposição moral a certas leis,1.77778,4.37319,1.0,0.600,0.8,3.43523,1.0,0.333
Como a desobediência civil se difere de outros tipos de protesto?,Porque envolve deliberadamente quebrar leis específicas de maneira não violenta,2.0,5.1549,0.90909,0.200,1.1,4.82961,1.0,0.500
Qual é o objetivo principal da desobediência civil?,Chamar atenção para injustiças e promover mudanças sociais através de um apelo moral,1.77778,4.37319,1.0,0.800,1.23077,5.36491,1.0,0.500
Quais são as consequências legais da desobediência civil?,Pode resultar em prisão ou multas,1.77778,4.37319,1.0,0.400,1.0,3.79304,1.0,0.500
Qual foi o contexto histórico que levou ao desenvolvimento da desobediência civil?,Movimentos sociais no século XIX lutando contra injustiças como escravidão e opressão,1.92308,5.20226,1.0,0.429,1.5,5.20226,1.0,0.250
Quais técnicas são usadas na desobediência civil?,Sent-ins,1.75,4.10211,1.0,0.400,0.0,1.0,1.0,0.000
Qual é um exemplo moderno de desobediência civil?,Movimentos como o Black Lives Matter,1.77778,4.37319,1.0,0.600,1.0,3.79304,1.0,0.000
