Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Economic inequality é do tipo Cognition100023271,unspecified,1.0,3.79304,1.0,0.200,0.0,1.0,1.0,0.000
Economic inequality possui imagem representativa Kuznets curve.png,uma curva que descreve a relação entre desenvolvimento econômico,2.11111,4.10211,1.0,0.143,0.88889,4.61384,1.0,0.800
Economic inequality usa modelo de página wiki Template:Anchor,unspecified,1.6,4.61384,1.0,0.250,0.0,1.0,1.0,0.000
Economic inequality é do tipo Issue105814650,desigualdade econômica,1.0,3.79304,1.0,0.200,0.5,1.85566,1.0,0.000
Economic inequality possui imagem representativa 2018 Inequality-Adjusted Human Development INdex.svg,uma medida que combina indicadores de desenvolvimento humano com desigualdade.,3.33333,4.82961,1.0,0.100,1.81818,4.82961,1.0,0.500
Occupy Atlanta possui causas Economic inequality,manifestações na cidade americana da metrópole de Atlanta em resposta à crise financeira global,1.16667,3.79304,1.0,0.000,1.57143,5.51466,1.0,0.333
Economic inequality usa modelo de página wiki Template:Reflist,unspecified,1.6,4.61384,1.0,0.250,0.0,1.0,1.0,0.000
Capital and Ideology possui assuntos Economic inequality,livro que discute desigualdades econômicas e políticas sociais.,1.42857,4.10211,1.0,0.000,2.0,4.37319,1.0,0.167
Economic inequality é do tipo Communication100033020,transmissão das ideias sobre a desigualdade econômica entre diferentes grupos de pessoas,1.0,3.79304,1.0,0.200,1.0,5.20226,1.0,0.167
Nathan Cummings Foundation possui foco Economic inequality,fundo dedicado à redução da desigualdade econômica global,1.42857,4.10211,1.0,0.143,1.625,4.37319,1.0,0.333
Economic inequality é do tipo Fact106636259,unspecified,1.0,3.79304,1.0,0.200,0.0,1.0,1.0,0.000
Occupy San Diego possui causas Economic inequality,manifestações em protesto contra a desigualdade econômica na cidade de San Diego.,1.28571,4.10211,1.0,0.000,2.61538,5.20226,1.0,0.143
