Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual era a população das colônias francesas durante a Guerra Franco-Indiana?,Aproximadamente 60.000 colonos,2.33333,5.1549,0.90909,0.333,1.0,2.50045,1.0,0.000
Qual foi o ponto de conflito inicial da guerra?,A disputa pelo Forks of the Ohio,1.8,4.61384,1.0,0.800,2.28571,4.10211,1.0,0.200
Quem liderou o ataque em Jumonville Glen?,George Washington,2.25,4.10211,1.0,0.250,0.5,1.85566,1.0,0.000
Qual batalha marcou o fracasso britânico em 1755?,Batalha de Monongahela,1.88889,4.37319,1.0,0.400,0.66667,2.50045,1.0,0.333
Quem ordenou a expulsão dos Acadianos?,William Shirley,2.0,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
Quem aumentou os recursos militares britânicos?,William Pitt,1.57143,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
Quando os britânicos capturaram Quebec?,Em 1759,1.83333,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
Qual tratado encerrou a guerra?,Tratado de Paris de 1763,1.66667,3.43523,1.0,0.333,1.2,3.59796,0.8,0.000
O que a França cedeu ao Reino Unido?,Territórios leste do Mississippi,2.22222,4.37319,1.0,0.000,1.5,3.01273,1.0,0.333
Quais tribos apoiaram os franceses?,Abenaki,1.66667,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
