Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Okay, I need to generate a CSV file based on the user's provided data. Let me start by understanding the structure of the data. The user has given a list of entries that look like this:,0.0,1.0,1.0,0.000,2.88272,7.81431,0.80556,0.176
<http://dbpedia.org/resource/Saint_Joseph_High_School_(Denver,_Colorado)> ns2:type <http://dbpedia.org/resource/Private_school>,2.0,2.50045,1.0,0.000,3.0,2.50045,1.0,0.000
Another thing to note: some URLs have different formats. For example, The_Patrick_School__The_Patrick_School__1 might have an extra underscore or number. I need to handle that by trimming any trailing numbers or underscores.,1.70455,5.02467,1.0,0.000,5.61538,6.31501,0.95,0.000
Now, let's process each line.,0.0,1.0,1.0,0.000,1.85714,3.43523,1.0,0.200
<http://dbpedia.org/resource/Saint_Joseph_High_School_(Denver,_Colorado)> ns2:type <http://dbpedia.org/resource/Private_school>,2.0,2.50045,1.0,0.000,3.0,2.50045,1.0,0.000
But since the user hasn't specified handling such cases, I'll proceed with the exact extraction.,2.36364,4.82961,1.0,0.100,2.66667,4.10211,1.0,0.000
School Name,Type,0.5,1.85566,1.0,0.000,0.0,1.0,1.0,0.000
Riverdale Country School,Private school,1.0,2.50045,1.0,0.000,0.5,1.85566,1.0,0.000
St. Thomas More High School (Milwaukee),Private school,1.75,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
St. Paul's English High School,Private school,0.91667,3.79304,1.0,0.167,0.5,1.85566,1.0,0.000
Sweet Briar College,Private school,1.0,2.50045,1.0,0.000,0.5,1.85566,1.0,0.000
St. Mary of the Assumption High School,Private school,1.5,4.10211,1.0,0.000,0.5,1.85566,1.0,0.000
St. Rita School for the Deaf,Private school,0.75,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
St. Thomas Aquinas High School (Florida),Private school,1.75,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
St. Vincent's Academy,Private school,0.625,3.01273,1.0,0.250,0.5,1.85566,1.0,0.000
St. Andrew's Schools,Private school,0.625,3.01273,1.0,0.250,0.5,1.85566,1.0,0.000
St. George's Austrian High School,Private school,0.91667,3.79304,1.0,0.167,0.5,1.85566,1.0,0.000
St. John's International School (Belgium),Private school,1.3125,3.79304,1.0,0.167,0.5,1.85566,1.0,0.000
St. Joseph's Collegiate Institute,Private school,0.75,3.43523,1.0,0.200,0.5,1.85566,1.0,0.000
University of Navarra School of Law,Private school,2.5,3.95066,0.83333,0.000,0.5,1.85566,1.0,0.000
Smith College,Private school,0.5,1.85566,1.0,0.000,0.5,1.85566,1.0,0.000
