Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Em que cidade está localizada a Universidade Harvard?,Cambridge,1.88889,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Qual o ano de fundação da Universidade Harvard?,1636,2.0,4.37319,1.0,0.250,0.0,1.0,1.0,0.000
A Universidade Harvard é membro de qual conferência atlética?,Ivy League,2.1,4.61384,1.0,0.167,0.5,1.85566,1.0,0.000
Quantos presidentes dos Estados Unidos se formaram na Universidade Harvard?,Oito,2.18182,4.82961,1.0,0.000,0.0,1.0,1.0,0.000
Qual o nome da biblioteca da Universidade Harvard?,Biblioteca da Universidade de Harvard,2.77778,4.51932,0.875,0.500,0.8,3.43523,1.0,0.250
Qual o número aproximado de bilionários que se formaram em Harvard?,Sessenta e dois,1.91667,5.02467,1.0,0.200,1.0,2.50045,1.0,0.500
Qual o nome do campus central da Universidade Harvard?,Harvard Yard,2.4,4.61384,1.0,0.400,0.5,1.85566,1.0,0.000
Em qual área da área metropolitana de Boston estão localizadas as instalações da faculdade de negócios e atletismo de Harvard?,Allston,2.47619,6.65876,0.8,0.273,0.0,1.0,1.0,0.000
Qual o tamanho aproximado do orçamento da Universidade Harvard em 2012?,30 bilhões de dólares,3.66667,5.02467,1.0,0.333,0.75,3.01273,1.0,0.000
Qual a denominação religiosa original da qual a Universidade Harvard fornecia ensino?,Congregacionalista e unitarista,2.30769,5.47097,0.83333,0.429,0.66667,2.50045,1.0,0.000
