Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. Qual é o número atômico do oxigênio?,8.,1.25,4.37319,1.0,0.600,0.5,1.0,1.0,0.000
2. Qual elemento químico é o segundo mais abundante no universo?,Hélio.,1.47727,5.02467,1.0,0.750,0.5,1.0,1.0,0.000
3. Qual a porcentagem de dioxigênio na atmosfera terrestre?,20,1.25,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
4. Quem nomeou o oxigênio como elemento químico?,Antoine Lavoisier.,1.0625,4.37319,1.0,0.600,1.0,1.85566,1.0,0.000
5. Em qual grupo da tabela periódica está o oxigênio?,Grupo dos calcogênios.,1.3,4.82961,1.0,0.500,1.5,2.50045,1.0,0.000
6. Qual a participação do oxigênio na crosta terrestre em forma de óxidos?,Quase metade.,1.78846,5.36491,1.0,0.500,1.0,1.85566,1.0,0.500
7. Qual allotrópio do oxigênio absorve radiação UV?,Ozônio (O3).,1.4375,4.37319,1.0,0.333,1.6,1.85566,1.0,0.000
8. Quantos átomos formam o dioxigênio sob condições padrão?,Dois átomos.,1.13889,4.61384,1.0,0.167,1.0,1.85566,1.0,0.000
9. Quem isolou o oxigênio antes de 1604?,Michael Sendivogius.,1.0625,4.37319,1.0,0.250,1.0,1.85566,1.0,0.000
10. Qual processo produz oxigênio a partir da água e do dióxido de carbono?,Fotossíntese.,1.28571,5.51466,1.0,0.571,0.5,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o número atômico do oxigênio?,8.,2.0,4.10211,1.0,0.750,0.5,1.0,1.0,0.000
Qual elemento químico é o segundo mais abundante no universo?,Hélio.,2.45455,4.82961,1.0,0.857,0.5,1.0,1.0,0.000
Qual a porcentagem de dioxigênio na atmosfera terrestre?,20,2.0,4.37319,1.0,0.500,0.0,1.0,1.0,0.000
Quem nomeou o oxigênio como elemento químico?,Antoine Lavoisier.,1.625,4.10211,1.0,0.750,1.0,1.85566,1.0,0.000
Em qual grupo da tabela periódica está o oxigênio?,Grupo dos calcogênios.,2.1,4.61384,1.0,0.600,1.5,2.50045,1.0,0.000
Qual a participação do oxigênio na crosta terrestre em forma de óxidos?,Quase metade.,3.07692,5.20226,1.0,0.600,1.0,1.85566,1.0,0.500
Qual allotrópio do oxigênio absorve radiação UV?,Ozônio (O3).,2.375,4.10211,1.0,0.400,1.6,1.85566,1.0,0.000
Quantos átomos formam o dioxigênio sob condições padrão?,Dois átomos.,1.77778,4.37319,1.0,0.200,1.0,1.85566,1.0,0.000
Quem isolou o oxigênio antes de 1604?,Michael Sendivogius.,1.625,4.10211,1.0,0.333,1.0,1.85566,1.0,0.000
Qual processo produz oxigênio a partir da água e do dióxido de carbono?,Fotossíntese.,2.07143,5.36491,1.0,0.667,0.5,1.0,1.0,0.000
