Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
2. **Vector Elements**: Force has two elements, what are they?,1.79545,4.92241,0.77778,0.000,1.25,2.50045,1.0,0.000
Força é um conceito fundamental na mecânica clássica que relaciona-se com as três leis de Newton e a capacidade de vencer a inércia de um corpo.,Força,2.55556,7.07402,0.84615,0.385,0.0,1.0,1.0,0.000
Magnitude e direção,Magnitude e direção,0.66667,2.50045,1.0,0.500,0.66667,2.50045,1.0,0.500
A força que age sobre um objeto é igual à derivada temporal do momento linear deste objeto.,Mometno linear,2.55556,6.00792,0.94118,0.500,0.5,1.85566,1.0,0.000
Estresse mecânico,Estresse mecânico,0.5,1.85566,1.0,1.000,0.5,1.85566,1.0,1.000
Pressão,Pressão,0.0,1.0,1.0,0.000,0.0,1.0,1.0,0.000
Plymouth City Police,Plymouth City Police,1.0,2.50045,1.0,0.000,1.0,2.50045,1.0,0.000
Poundal,Kip,0.0,1.0,1.0,0.000,0.0,1.0,1.0,0.000
Torque,Torque,0.0,1.0,1.0,0.000,0.0,1.0,1.0,0.000
Diminuição,Diminuição,0.0,1.0,1.0,0.000,0.0,1.0,1.0,0.000
Categoria:Natural philosophy,Categoria:Natural philosophy,1.0,2.50045,1.0,0.000,1.0,2.50045,1.0,0.000
