Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a unidade SI de força?,newton  ,1.75,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Qual é o símbolo que representa força?,F  ,1.625,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Qual é o hiperônimo de organizações como a Policia Municipal de Ponce?,Force  ,1.84615,5.32781,0.91667,0.143,0.0,1.0,1.0,0.000
Força é uma grandeza escalar ou vetorial?,vetorial  ,1.625,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual lei relaciona força líquida à aceleração?,segunda lei  ,2.875,4.10211,1.0,0.400,0.5,1.85566,1.0,0.500
Qual é a imagem representativa de força mencionada?,Torque animation.gif  ,1.77778,4.37319,1.0,0.400,1.5,1.85566,1.0,0.000
Qual unidade mede força?,newton  ,1.6,3.01273,1.0,0.667,0.0,1.0,1.0,0.000
Como força é intuitivamente descrita?,empurrar ou puxar  ,1.66667,3.43523,1.0,0.250,0.66667,2.50045,1.0,1.000
Qual modelo de página wiki é usado para Force?,Template:Redirect  ,2.1,4.61384,1.0,0.500,1.0,1.85566,1.0,0.000
Qual é a relação central da segunda lei de Newton?,força líquida igual à taxa de mudança do momento,2.09091,4.82961,1.0,0.500,1.22222,4.61384,1.0,0.833
