Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o significado principal do termo Império?,O termo Império denota primariamente um território geográfico extenso,1.88889,4.37319,1.0,0.600,1.33333,4.61384,1.0,0.429
Qual é a principal característica de um império segundo o contexto?,Um império é uma estrutura de poder com um centro dominante (metrópole) que exerce controle político sobre as periferias.,1.75,5.02467,1.0,0.833,2.68182,6.21898,0.94737,0.636
O que é o termo Imperialismo em termos de teoria política?,O termo Imperialismo é do tipo Organização e refere-se a um conceito que abrange elementos ou aspectos com características comuns,2.08333,5.1549,0.90909,0.500,1.2,6.21768,1.0,0.250
Qual imagem está associada ao Império Japonês no contexto?,Japanese Empire (orthographic projection).svg,2.8,4.61384,1.0,0.167,3.5,3.43523,1.0,0.000
Qual modelo de página wiki é usado para a página de Imperialism?,Template:Empires,2.07692,5.47097,0.83333,0.429,1.0,1.85566,1.0,0.000
Qual é o foco principal da categoria Category:Imperialism?,A categoria abrange elementos ou aspectos com características comuns relacionados ao Imperialismo,2.63636,4.61384,1.0,0.500,1.33333,5.20226,1.0,0.125
Qual partido político possui ideologia de Imperialismo?,Conservative Party of Canada (1867–1942),1.875,4.10211,1.0,0.400,4.0,3.43523,1.0,0.000
O que é o termo Imperialismo como ideologia política?,O Imperialismo é um tipo de regime autoritário que envolve a expansão de um poder político sobre territórios e povos,2.2,4.75438,0.88889,0.400,1.75,6.42016,0.9,0.455
Qual é um exemplo de evento histórico ligado ao Imperialismo?,Herero and Namaqua genocide,1.90909,4.82961,1.0,0.500,1.5,3.01273,1.0,0.000
