Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. O que é o sistema imunológico?,sistema que protege contra doenças,1.03571,4.25402,0.85714,0.250,0.8,3.43523,1.0,0.333
2. O que o sistema imunológico detecta?,patógenos,1.10714,4.25402,0.85714,0.250,0.0,1.0,1.0,0.000
3. Quantos principais subsistemas o sistema imunológico possui?,dois,1.4375,4.37319,1.0,0.167,0.0,1.0,1.0,1.000
4. Qual é o nome do sistema imunológico que fornece resposta preconfigurada?,sistema imunológico inato,1.5,5.20226,1.0,0.375,1.0,2.50045,1.0,0.333
5. Qual é o nome do sistema imunológico que fornece resposta personalizada?,sistema imunológico adaptativo,1.5,5.20226,1.0,0.375,1.0,2.50045,1.0,0.333
6. Qual é o resultado da imunidade adaptativa?,memória imunológica,1.25,4.37319,1.0,0.200,0.5,1.85566,1.0,0.500
7. Qual é a base da vacinação?,imunidade adaptativa,1.10714,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
8. O que pode acontecer quando o sistema imunológico é menos ativo?,imunodeficiência,1.54167,5.32781,0.91667,0.625,0.0,1.0,1.0,0.000
9. O que pode acontecer quando o sistema imunológico é hiperativo?,doenças autoimunes,1.56818,5.1549,0.90909,0.286,0.5,1.85566,1.0,0.000
10. Qual é o nome da ciência que estuda todos os aspectos do sistema imunológico?,imunologia,1.45,5.65316,1.0,0.375,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
O que é o sistema imunológico?,sistema que protege contra doenças,1.57143,3.95066,0.83333,0.333,0.8,3.43523,1.0,0.333
O que o sistema imunológico detecta?,patógenos,1.71429,3.95066,0.83333,0.333,0.0,1.0,1.0,0.000
Quantos principais subsistemas o sistema imunológico possui?,dois,2.375,4.10211,1.0,0.200,0.0,1.0,1.0,1.000
Qual é o nome do sistema imunológico que fornece resposta preconfigurada?,sistema imunológico inato,2.5,5.02467,1.0,0.429,1.0,2.50045,1.0,0.333
Qual é o nome do sistema imunológico que fornece resposta personalizada?,sistema imunológico adaptativo,2.5,5.02467,1.0,0.429,1.0,2.50045,1.0,0.333
Qual é o resultado da imunidade adaptativa?,memória imunológica,2.0,4.10211,1.0,0.250,0.5,1.85566,1.0,0.500
Qual é a base da vacinação?,imunidade adaptativa,1.71429,3.79304,1.0,0.667,0.5,1.85566,1.0,0.000
O que pode acontecer quando o sistema imunológico é menos ativo?,imunodeficiência,2.58333,5.1549,0.90909,0.714,0.0,1.0,1.0,0.000
O que pode acontecer quando o sistema imunológico é hiperativo?,doenças autoimunes,2.63636,4.96484,0.9,0.333,0.5,1.85566,1.0,0.000
Qual é o nome da ciência que estuda todos os aspectos do sistema imunológico?,imunologia,2.4,5.51466,1.0,0.429,0.0,1.0,1.0,0.000
