Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a elevação da foz do Reno?,0,2.33333,4.37319,1.0,0.500,0.0,1.0,1.0,0.000
Quais são alguns dos rios que desaguam no Reno?,Selz,1.8,4.61384,1.0,0.250,0.0,1.0,1.0,0.000
Quais categorias o Reno pertence?,Rios da Alemanha,1.83333,3.43523,1.0,0.000,1.0,2.50045,1.0,0.000
Quais são alguns dos países atravessados pelo Reno?,Áustria,2.33333,4.37319,1.0,0.250,0.0,1.0,1.0,0.000
Qual é a localização da nascente do Reno?,Tomasee,2.33333,4.37319,1.0,0.000,0.0,1.0,1.0,0.000
O que é o Reno categorizado como em termos de formação geológica?,Formação Geológica,2.15385,5.32781,0.91667,0.167,0.5,1.85566,1.0,0.000
O Reno é um rio de fronteira entre quais países?,Alemanha e Suíça,2.0,4.82961,1.0,0.400,0.66667,2.50045,1.0,0.000
Qual é o comprimento do Reno?,1.230 km (760 milhas),1.71429,3.79304,1.0,0.333,2.5,3.01273,1.0,0.000
O Reno é conhecido por ser um rio de fronteira entre quais países?,Alemanha e Suíça,2.07143,5.36491,1.0,0.714,0.66667,2.50045,1.0,0.000
Quais são alguns dos temas que o artigo sobre o Reno aborda?,Geografia,2.38462,5.32781,0.91667,0.400,0.0,1.0,1.0,0.000
