Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Que mede o tempo que um algoritmo take para resolver um problema, tempo de rodada,1.16667,5.47097,0.83333,0.500,0.66667,2.50045,1.0,0.500
Que determines se um problema é possível ser resolvido por um computador, possibilidade,1.41667,5.32781,0.91667,0.714,0.0,1.0,1.0,1.000
Que define os recursos necessários para resolver um problema, complexidade,1.22222,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
Que determina quantos bits precisamos reconstruir uma suave, custo,0.875,4.37319,1.0,0.200,0.0,1.0,1.0,1.000
Que mede a grandezha do circuito que calcula uma função, porte,1.2,4.96484,0.9,0.200,0.0,1.0,1.0,1.000
 Que defines os limites de performance dos computadores, limites,1.0,4.37319,1.0,0.000,0.0,1.0,1.0,0.000
 que mede o tempo unitario em que um algoritmo resoluza um problema de base, tempo,1.07143,5.76263,0.85714,0.429,0.0,1.0,1.0,1.000
um problema,complexidade,0.5,1.85566,1.0,1.000,0.0,1.0,1.0,0.000
que mede o volume de recursos necessários para resolver um problema, resolução,1.36364,5.02467,1.0,0.500,0.0,1.0,1.0,0.000
que combina aspects da teoria da complexidade computacional e da computabilidade, complexities,2.45455,5.30531,0.81818,0.167,0.0,1.0,1.0,0.000
que classifica os problemas em classes de complexidade, clara,0.875,4.37319,1.0,0.000,0.0,1.0,1.0,1.000
 que combina a resolução de problemas em funções e o cálculo de parâmetros, teoria,1.07692,5.48607,0.92308,0.167,0.0,1.0,1.0,1.000
 que determina quantas opções existem para resolver um problema, opções,1.22222,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
que analisam as características descrebidas no problema, características,1.28571,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
