Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quem fundou a Dinastia Yuan?,Kublai Khan,1.5,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
Qual é o significado da palavra Yuan na língua chinesa?,significa grande ou universal,3.09091,4.82961,1.0,0.500,0.75,3.01273,1.0,0.667
A Dinastia Yuan foi a primeira dinastia não-han chinesa a governar toda a China?,Sim,2.53333,6.07925,0.71429,0.111,0.0,1.0,1.0,0.000
Quantos anos durou a Dinastia Yuan?,186 anos (de 1271 a 1368),1.71429,3.79304,1.0,0.000,1.0,3.79304,1.0,0.000
Qual foi o último imperador da Dinastia Yuan?,Toghon Temür,2.0,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
Na qual cidade a Dinastia Yuan foi estabelecida?,Dadu (atual Pekim,2.33333,4.37319,1.0,0.200,1.5,2.50045,1.0,0.333
Qual era o símbolo oficial da dinastia?,Grande Império Mongol,1.75,4.10211,1.0,1.000,1.0,2.50045,1.0,0.000
Quando a Dinastia Yuan assumiu o controle do Tibete?,1253,2.0,4.61384,1.0,0.200,0.0,1.0,1.0,0.000
Quem foi o primeiro imperador da Dinastia Yuan?,Kublai Khan,2.11111,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
Qual era o sistema governamental da Dinastia Yuan?,Monarquia absoluta com governo centralizado,2.33333,4.37319,1.0,0.400,1.0,3.43523,1.0,0.250
