Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
What is a prime number?,A natural number greater than 1 that isn't a product of two smaller natural numbers.,1.5,3.43523,1.0,0.800,3.55556,6.01226,0.875,0.143
What distinguishes primes from composite numbers?,Primes have no divisors other than 1 and themselves.,2.42857,3.79304,1.0,0.000,3.8,4.61384,1.0,0.000
Which theorem states every number >1 is either prime or can be factored uniquely?,The fundamental theorem of arithmetic,5.9375,5.51466,1.0,0.000,1.2,3.43523,1.0,0.200
Which method is slow for checking primality?,Trial division,2.375,4.10211,1.0,0.000,0.5,1.85566,1.0,0.000
What's the largest known prime with many digits as of Dec 2018?,A Mersenne prime with 22.338.618 decimal digits,3.4,5.36491,1.0,0.077,2.28571,4.10211,1.0,0.167
Which special-form primes are mentioned in the context?,Mersenne primes,3.33333,4.37319,1.0,0.000,0.5,1.85566,1.0,0.000
Who proved there are infinitely many primes?,Euclid,2.875,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
What does the prime number theorem say about their probability?,The probability decreases as numbers have more digits.,4.27273,4.82961,1.0,0.000,2.11111,4.37319,1.0,0.000
What is Goldbach's conjecture about?,Every even integer greater than 2 can be expressed as two primes.,1.5,3.79304,1.0,0.167,3.92308,5.20226,1.0,0.000
What is the twin prime conjecture?,There are infinitely many pairs of primes with one even number between them.,3.0,3.79304,1.0,0.000,5.71429,5.36491,1.0,0.000
