Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quantos Estados-Membros há na União Europeia?,27 Estados-Membros,1.71429,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
Em qual ano foi fundada a Comunidade Européia do Carvão e do Aço?,1952,2.35714,5.48607,0.92308,0.400,0.0,1.0,1.0,0.000
Qual tribunal interpreta o direito da UE?,Corte de Justiça da UE,1.875,4.10211,1.0,1.000,1.0,3.43523,1.0,0.000
Qual é um dos objetivos do direito da UE?,Promover justiça social,2.7,4.61384,1.0,0.750,0.66667,2.50045,1.0,0.667
Quais tratados formam a estrutura constitucional da UE?,Tratados da União Europeia,2.0,4.37319,1.0,0.200,1.0,3.01273,1.0,0.000
Nomeie uma revista relacionada ao direito da UE.,Common Market Law Review,2.77778,4.37319,1.0,0.800,1.5,3.01273,1.0,0.000
Quem é um estudioso na área do direito da UE?,John Bell,3.09091,4.82961,1.0,1.000,0.5,1.85566,1.0,0.000
Qual outro periódico está associado à disciplina?,Revista de Direito Europeu,1.875,4.10211,1.0,0.250,0.75,3.01273,1.0,0.000
Qual subdisciplina está associada ao direito da UE?,Henry G. Schermers,2.44444,4.37319,1.0,0.600,1.0,2.50045,1.0,0.000
Qual template wiki é usado para redirecionamento?,Template:Redirect category shell,2.0,4.10211,1.0,0.200,1.2,3.01273,1.0,0.000
