Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o rank de Fresno como cidade mais populosa da Califórnia?,Fresno é a quinta cidade mais populosa da Califórnia.,2.30769,5.20226,1.0,0.286,2.0,4.61384,1.0,0.286
Quando Fresno foi incorporada?,Fresno foi incorporada em 12 de outubro de 1885.,1.4,3.01273,1.0,0.000,1.9,4.75438,0.88889,0.167
Qual era a população de Fresno de acordo com o censo de 2020?,A população de Fresno era superior a 542 mil habitantes em 2020.,1.78571,5.62279,0.84615,0.400,2.07692,5.32781,0.91667,0.500
Qual é o rank de Fresno como cidade mais populosa nos Estados Unidos?,Fresno é a 34ª cidade mais populosa do país.,2.28571,5.36491,1.0,0.250,2.3,4.61384,1.0,0.429
Qual é a população metropolitana de Fresno?,A população metropolitana de Fresno é de aproximadamente 1,1.75,4.10211,1.0,0.250,1.44444,4.75438,0.88889,0.167
Qual é a densidade populacional de Fresno por milha quadrada?,A densidade populacional de Fresno é de 4.722,1.81818,4.82961,1.0,0.143,1.375,4.51932,0.875,0.000
Qual é a densidade populacional de Fresno por quilômetro quadrado?,A densidade populacional de Fresno é de 1.823,1.81818,4.82961,1.0,0.500,1.375,4.51932,0.875,0.000
Qual é a área territorial total de Fresno em quilômetros quadrados?,A área territorial total de Fresno é de 300,2.0,5.02467,1.0,0.571,1.77778,4.75438,0.88889,0.667
Qual é o gentílico das pessoas que nascem ou vivem em Fresno?,As pessoas que nascem ou vivem em Fresno são chamadas de Fresnan.,1.84615,5.20226,1.0,0.000,2.30769,5.20226,1.0,0.143
