Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual foi a causa principal da crise do petróleo de 1973?,embargo dos países árabes exportadores de petróleo,2.41667,5.02467,1.0,0.667,1.42857,4.10211,1.0,0.200
Quando começou oficialmente o embargo durante a crise do petróleo de 1973?,outubro de 1973,2.38462,5.20226,1.0,0.333,0.66667,2.50045,1.0,0.500
Qual foi o principal motivo para o boicote dos países árabes às nações que apoiaram Israel?,Yom Kippur War,2.35294,5.89142,0.9375,0.222,1.0,2.50045,1.0,0.000
Quais foram os primeiros alvos do embargo de petróleo?,Canadá,1.8,4.61384,1.0,0.200,0.0,1.0,1.0,0.000
Qual foi o aumento estimado no preço do petróleo durante a crise?,praticamente 300%,3.07692,5.20226,1.0,0.667,0.66667,2.50045,1.0,0.500
Quando os produtores de petróleo árabes levantaram o embargo?,março de 1974,2.1,4.61384,1.0,0.200,0.66667,2.50045,1.0,0.500
Quem liderou o grupo responsável pelo boicote?,Organização dos Países Exportadores de Petróleo Árabes,2.0,4.10211,1.0,0.500,1.71429,4.10211,1.0,0.143
Quais outros países foram incluídos no boicote?,Portugal,1.875,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Como os Estados Unidos tentaram mitigar o impacto da crise?,por meio de medidas como racionamento e incentivos fiscais para reduzir a demanda por petróleo.,2.09091,4.82961,1.0,0.167,2.3125,5.76639,0.93333,0.286
Quais foram as consequências imediatas da crise do petróleo para as nações envolvidas?,escassez,3.07143,5.48607,0.92308,0.286,0.0,1.0,1.0,0.000
