Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é o objetivo principal do sistema imunitário?,Proteger o corpo contra doenças e patógenos harmfuls.,1.88889,4.37319,1.0,0.800,1.66667,4.37319,1.0,0.200
Qual foi o nome do cientista que primeiro identificou o sistema imunitário?,Ilya Ilyich Mechnikov,2.23077,5.32781,0.91667,0.571,1.0,2.50045,1.0,0.000
Que tipo de células são responsáveis por neutralizar agentes patogênicos?,Células brancas do sangue,2.09091,4.82961,1.0,0.286,1.0,3.01273,1.0,0.333
Qual é um exemplo de mecanismo de defesa do sistema imunitário?,Fagocitose,2.0,5.1549,0.90909,0.500,0.0,1.0,1.0,0.000
Quem tem a memória imunológica após uma resposta inicial?,O organismo,2.0,4.61384,1.0,0.600,0.5,1.85566,1.0,1.000
Que doença pode resultar da hiperatividade excessiva do sistema imunitário?,Doença autoimune,2.72727,4.82961,1.0,0.429,0.5,1.85566,1.0,0.000
Qual é um componente básico do sistema imunitário dos vertebrados?,Sistema complemento,2.36364,4.82961,1.0,0.500,0.5,1.85566,1.0,0.000
Que células são responsáveis por reconhecer e matar células cancerígenas?,Células NK (Natural Killer),2.0,4.96484,0.9,0.286,2.5,3.01273,1.0,0.000
Qual é a função principal das células dendríticas no sistema imunitário?,Presentar antígenos à memória imunológica e coordenar a resposta do corpo,2.58333,5.02467,1.0,0.429,1.27273,5.02467,1.0,0.429
Que doença mede a deficiência do sistema imunitário?,Imunodeficiência,2.11111,4.37319,1.0,0.600,0.0,1.0,1.0,0.000
