Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o nome científico dos carambolas-do-mar?,Ctenophora,1.75,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Quais são as características distintivas dos ctenóforos?,A presença de pentes formados por grupos de cílios,2.0,4.10211,1.0,0.250,1.22222,4.75438,0.88889,0.200
Em quais habitats os ctenóforos são encontrados?,Águas oceânicas e estuarinas,2.125,4.10211,1.0,0.250,1.0,3.01273,1.0,0.000
Qual é a principal forma de locomoção dos ctenóforos?,Nadadeiras formadas por cílios,1.8,4.61384,1.0,0.600,0.75,3.01273,1.0,0.000
Quais são as dimensões dos adultos de Ctenophora?,De 1 mm a 1,2.0,4.37319,1.0,0.250,1.0,3.59796,0.8,0.000
Em qual período geológico os ctenóforos já estavam presentes no registro fóssil?,Cambriano,2.15385,5.20226,1.0,0.500,0.0,1.0,1.0,0.000
Quais são as classes do filo Ctenophora?,Tentaculata,2.0,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Quem estabeleceu o filo Ctenophora e em que ano?,Eschscholtz,1.7,4.61384,1.0,0.250,0.0,1.0,1.0,0.000
Os ctenóforos são bioluminescentes?,Sim,1.6,3.01273,1.0,0.333,0.0,1.0,1.0,0.000
