Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quando a British Satellite Broadcasting foi fundada?,1986,2.125,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Em qual ano a British Satellite Broadcasting cessou suas operações?,1990,2.27273,4.82961,1.0,0.167,0.0,1.0,1.0,0.000
Qual empresa sucedeu a British Satellite Broadcasting?,Sky UK,1.875,4.10211,1.0,0.200,0.5,1.85566,1.0,0.000
 Qual um dos canais de TV que pertenceu à British Satellite Broadcasting?,The Movie Channel,2.0,5.20226,1.0,0.167,1.0,2.50045,1.0,0.000
Onde estava localizada a sede da British Satellite Broadcasting?,Marco Polo House,2.3,4.61384,1.0,0.167,1.0,2.50045,1.0,0.000
Em qual data a British Satellite Broadcasting começou suas transmissões?,25 de março de 1990,2.27273,4.82961,1.0,0.167,0.8,3.59796,0.8,0.333
Qual foi o resultado da fusão da British Satellite Broadcasting em 1990?,Formou a BSkyB,3.53846,5.32781,0.91667,0.143,0.66667,2.50045,1.0,0.000
 Qual filme foi produzido pela British Satellite Broadcasting?,Memphis Belle,2.11111,4.37319,1.0,0.167,0.5,1.85566,1.0,0.000
 Qual outro canal de TV pertencia à British Satellite Broadcasting além do The Movie Channel?,Galaxy,3.1875,5.65316,1.0,0.300,0.0,1.0,1.0,0.000
 Que tipo de serviços a British Satellite Broadcasting fornecia?,Serviços de transmissão via satélite direto,2.0,4.61384,1.0,0.167,1.16667,3.79304,1.0,0.750
