Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quem cunhou o termo sistema imunitário?,Ilya Ilyich Mechnikov,1.71429,3.79304,1.0,0.500,1.0,2.50045,1.0,0.000
Qual é a função principal do sistema imunitário?,proteger o organismo contra doenças,1.88889,4.37319,1.0,0.600,0.8,3.43523,1.0,0.667
O que os agentes patogénicos podem fazer para evitar a detecção pelo sistema imunitário?,evoluir e adaptar-se,2.26667,5.51466,1.0,0.375,0.66667,2.50045,1.0,0.000
Que tipo de mecanismos são encontrados em organismos unicelulares como proteção?,enzimas que protegem de infecções por bacteriófagos,2.0,5.02467,1.0,0.429,0.85714,4.10211,1.0,0.000
Qual é o processo através do qual o organismo cria memória imunológica?,imunidade adquirida,1.84615,5.47097,0.83333,0.500,0.5,1.85566,1.0,0.000
Quais são exemplos de transtornos do sistema imunitário mencionados no texto?,doenças autoimunes,3.0,5.02467,1.0,0.429,0.5,1.85566,1.0,0.000
O que caracteriza a imunodeficiência em humanos?,inferioridade da atividade do sistema imunitário,1.625,4.10211,1.0,0.000,2.5,3.79304,1.0,0.500
Qual é o exemplo dado de uma condição adquirida que pode causar imunodeficiência?,VIH/SIDA,2.35714,5.36491,1.0,0.625,0.0,1.0,1.0,0.000
Que tipo de mecanismo defensivo foi desenvolvido pelos vertebrados mandibulares?,capacidade de reconhecer agentes patogénicos específicos ao longo do tempo,2.18182,4.82961,1.0,0.571,1.6,4.82961,1.0,0.500
Qual é o nome dado a um sistema imunitário que ataca tecido normal como agente externo?,autoimunidade,1.94118,5.78178,1.0,0.800,0.0,1.0,1.0,0.000
