Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O imperialismo se baseia em que elemento central de controle?,força militar,2.0,4.82961,1.0,0.600,0.5,1.85566,1.0,1.000
Qual é um dos principais aspectos da administração do imperialismo?,controle político,2.27273,4.82961,1.0,0.200,0.5,1.85566,1.0,1.000
O que é característico do imperialismo em termos de relações entre países?,desequilíbrio de poder,2.07692,5.20226,1.0,0.200,0.66667,2.50045,1.0,1.000
Qual a principal característica da administração do imperialismo em termos de influência cultural?,imposição,2.71429,5.36491,1.0,0.714,0.0,1.0,1.0,0.000
O imperialismo envolve a criação de qual tipo de estrutura política em territórios conquistados?,hierarquia,2.06667,5.63172,0.92857,0.500,0.0,1.0,1.0,0.000
Qual o papel da força militar no contexto do imperialismo?,instrumento de controle,2.18182,4.82961,1.0,0.600,0.66667,2.50045,1.0,1.000
O imperialismo se baseia na ideia de que um país é superior a quê?,outros povos,2.53333,5.51466,1.0,0.333,0.5,1.85566,1.0,0.000
Qual o papel da economia no imperialismo?,exploração de recursos,2.375,4.10211,1.0,0.667,0.66667,2.50045,1.0,0.500
O imperialismo pode ser visto como uma forma de que tipo de poder?,poder político,1.92857,5.48607,0.92308,1.143,0.5,1.85566,1.0,1.500
Qual o impacto do imperialismo na organização social e política de territórios conquistados?,fragmentação e subordinação,2.85714,5.36491,1.0,0.429,0.66667,2.50045,1.0,0.000
