Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. Where is the main campus located?,Chicago's Hyde Park neighborhood,1.75,4.10211,1.0,0.000,1.33333,3.43523,1.0,0.200
2. How many professional schools does it have?,eight,1.6875,4.37319,1.0,0.000,0.0,1.0,1.0,0.000
3. What is its USNWR ranking?,15,1.25,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
4. What is the largest university press in the US?,University of Chicago Press,2.15,4.96484,0.9,0.000,1.5,3.01273,1.0,0.000
5. When was the first self-sustaining nuclear reaction achieved?,Chicago Pile-1 beneath Stagg Field,1.41667,4.61384,1.0,0.111,2.0,3.43523,1.0,0.000
6. How many students does it have?,18,1.46429,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
7. Which lab produced the first nuclear reaction?,Metallurgical Laboratory,1.4375,4.37319,1.0,0.125,0.5,1.85566,1.0,0.000
8. Who are some notable alumni?,Nobel laureates,1.25,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
9. What academic disciplines did it influence?,economics,1.46429,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
pergunta,resposta  ,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Onde está localizado o campus principal da Universidade de Chicago?,Chicago's Hyde Park neighborhood  ,1.81818,4.82961,1.0,0.250,1.33333,3.43523,1.0,0.200
Quantos escolas profissionais possui a Universidade de Chicago?,oito  ,1.77778,4.37319,1.0,0.167,0.0,1.0,1.0,1.000
Qual é o ranking da Universidade de Chicago no USNWR mundial?,15  ,1.91667,5.02467,1.0,0.286,0.0,1.0,1.0,0.000
Qual é a maior imprensa universitária dos EUA?,University of Chicago Press  ,2.0,4.37319,1.0,0.400,1.5,3.01273,1.0,0.000
Qual é a primeira reação nuclear auto-sustentável do homem?,Chicago Pile-1 sob o Stagg Field  ,2.3,4.61384,1.0,0.500,0.83333,3.79304,1.0,0.833
Quantos estudantes a Universidade de Chicago tem?,18.452  ,2.125,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual laboratório produziu a primeira reação nuclear?,Metallurgical Laboratory  ,1.75,4.10211,1.0,0.600,0.5,1.85566,1.0,0.000
Quais disciplinas acadêmicas foram influenciadas pela Universidade?,economia,2.125,4.10211,1.0,0.000,0.0,1.0,1.0,1.000
Quais são alguns alunos notáveis da Universidade?,Nobel laureates,1.75,4.10211,1.0,0.250,0.5,1.85566,1.0,0.000
