Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quais são os três tipos principais de rochas?,Rochas ígneas,1.77778,4.37319,1.0,0.250,0.5,1.85566,1.0,0.000
O que é o processo de formação das rochas sedimentares?,Deposição de sedimentos por agentes como água,2.36364,4.96484,0.9,0.400,1.42857,4.10211,1.0,0.250
Qual é a principal causa do movimento das placas tectônicas?,Convecção no manto terrestre,2.63636,4.82961,1.0,0.500,1.5,3.01273,1.0,0.333
Qual elemento químico é mais abundante na crosta terrestre?,Oxigênio,2.2,4.61384,1.0,0.714,0.0,1.0,1.0,0.000
Como se formam os fósseis?,Por preservação de organismos em camadas de sedimento,1.5,3.43523,1.0,0.000,0.875,4.51932,0.875,0.250
O que caracteriza as rochas ígneas extrusivas?,Formação rápida pelo resfriamento da lava em superfície,2.125,4.10211,1.0,0.000,1.625,4.37319,1.0,0.400
Qual é a função da escala de Mohs?,Medir a dureza dos minerais,1.66667,4.37319,1.0,0.500,1.0,3.43523,1.0,0.333
O que ocorre durante o processo de metamorfismo?,Alteração de rochas existentes sob pressão e temperatura elevadas,1.66667,4.51932,0.875,0.333,1.11111,4.61384,1.0,0.333
Qual é a principal fonte de energia para os vulcões?,Magma no manto terrestre,1.72727,4.82961,1.0,0.600,1.5,3.01273,1.0,0.333
Qual é a composição principal do núcleo terrestre?,Ferro e níquel,1.88889,4.37319,1.0,0.800,0.66667,2.50045,1.0,0.000
