Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
De onde surgiu a peste negra?,Central Asia ou East Asia  ,1.57143,3.79304,1.0,0.000,1.0,3.59796,0.8,0.000
Quando a peste negra começou?,1346  ,1.83333,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Como a peste negra se espalhou pela Europa?,navios genoveses  ,2.0,4.37319,1.0,0.000,0.5,1.85566,1.0,0.000
Quantas pessoas a peste negra matou?,75–200 milhões  ,2.0,3.79304,1.0,0.000,0.75,1.85566,1.0,0.000
Qual percentual da população europeia morreu?,30 a 60% da população total da Europa  ,1.85714,3.79304,1.0,0.250,1.44444,4.75438,0.88889,0.600
Como a peste negra se espalhou rapidamente?,plaga pneumônica  ,2.0,4.10211,1.0,0.250,0.5,1.85566,1.0,0.000
Quando houve aumento de mortes em Quirguistão?,finais da década de 1330  ,1.625,4.10211,1.0,0.250,1.0,3.43523,1.0,0.333
Quando a Europa recuperou a população?,século XVI  ,1.71429,3.95066,0.83333,0.333,0.5,1.85566,1.0,0.500
Até quando as epidemias de peste recorreram?,século XIX  ,1.625,4.10211,1.0,0.000,0.5,1.85566,1.0,0.500
Qual foi o impacto social da peste negra?,mudanças religiosas e econômicas,1.77778,4.37319,1.0,0.200,1.0,3.01273,1.0,0.000
