Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quais são as origens étnicas dos Normandos?,germânicos,2.0,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual religião os Normandos praticavam originalmente?,paganismo nórdico,1.85714,3.79304,1.0,0.250,0.5,1.85566,1.0,0.000
Quais idiomas eram falados pelos Normandos?,Old Norse e Old Norman,1.71429,3.79304,1.0,0.000,1.0,3.59796,0.8,0.000
Qual evento histórico está diretamente associado aos Normandos?,Conquista Normanda da Inglaterra,2.22222,4.37319,1.0,0.500,1.5,3.01273,1.0,0.000
Quais famílias históricas descendiam dos Normandos?,Hauteville e Lyons,1.85714,3.79304,1.0,0.000,0.66667,2.50045,1.0,0.000
Quais castelos são associados aos Normandos?,Taunton Castle e Kells Castle,1.85714,3.79304,1.0,0.250,1.0,3.59796,0.8,0.000
Quem foi um personagem histórico ligado aos Normandos?,Richard of Salerno,2.11111,4.37319,1.0,0.400,1.0,2.50045,1.0,0.000
Quais movimentos religiosos os Normandos participaram?,Cruzadas,1.85714,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual foi a influência cultural dos Normandos na Europa?,Participação em conquistas,2.1,4.61384,1.0,0.400,0.66667,2.50045,1.0,0.000
Quais são os idiomas modernos associados aos Normandos?,Jèrriais,1.88889,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
