Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é o Reno?,O Reno (em alemão: Rhein,1.5,3.59796,0.8,0.000,2.28571,3.43523,1.0,0.333
Qual é o tipo de rio do Reno?,O tipo de rio do Reno é Waterway109476331 e Stream109448361.,1.77778,4.37319,1.0,0.500,2.27273,4.82961,1.0,0.333
Onde se localiza a foz do Schwarzbach (Bergisches Land)?,A foz do Schwarzbach (Bergisches Land) está localizada no Reno.,3.0,4.61384,1.0,0.167,3.46154,4.82961,1.0,0.143
De onde surge o Elbling?,O Elbling tem origem no Reno.,1.5,3.43523,1.0,0.000,1.85714,3.79304,1.0,0.250
Qual é a fonte de resfriamento da usina nuclear Biblis?,A fonte de resfriamento da usina nuclear Biblis é o PS Rhine.,1.90909,4.82961,1.0,0.500,2.46154,5.20226,1.0,0.375
Onde se localiza a foz do Kraichbach?,A foz do Kraichbach está localizada no Reno.,1.75,4.10211,1.0,0.250,2.11111,4.37319,1.0,0.200
Qual é o rio mais longo dos Países Baixos?,O rio mais longo dos Países Baixos é o Reno.,2.3,4.61384,1.0,0.500,2.54545,4.96484,0.9,0.429
Onde se encontra a usina nuclear Mülheim-Kärlich?,A usina nuclear Mülheim-Kärlich tem sua fonte de resfriamento no PS Rhine.,1.75,4.10211,1.0,0.500,2.30769,5.20226,1.0,0.375
Qual é o modelo de página wiki utilizado para o Reno?,O modelo de página wiki utilizado para o Reno é Template:IPA-hu e Template:PIE.,2.16667,5.1549,0.90909,0.333,4.22222,5.89204,0.86667,0.200
Onde desagua o rio Lahn?,O rio Lahn deságua no Reno.,1.5,3.43523,1.0,0.250,2.42857,3.79304,1.0,0.250
Qual é a montanha na foz do Dickopsbach?,A montanha na foz do Dickopsbach é a Walluf (Rhine).,2.33333,4.37319,1.0,0.500,2.84615,4.96484,0.9,0.333
