Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual a natureza da Universidade de Chicago?,privada sem fins lucrativos,1.75,4.10211,1.0,0.500,0.75,3.01273,1.0,0.333
Em que estado se localiza a Universidade de Chicago?,Illinois,1.9,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
Quantos ganhadores do Prêmio Nobel são afiliados à Universidade de Chicago?,98,2.58333,5.02467,1.0,0.250,0.0,1.0,1.0,0.000
Qual laboratório a Universidade de Chicago ajuda a administrar?,Fermi National Accelerator Laboratory,2.3,4.75438,0.88889,0.667,1.5,3.01273,1.0,0.000
Qual o nome da imagem representativa da Universidade de Chicago?,UniversityofChicagoPanoramic.jpg,3.27273,4.96484,0.9,0.500,1.0,1.0,1.0,0.000
Qual a área de atuação de Saul K. Padover?,educação na University of Chicago,1.8,4.75438,0.88889,0.200,2.0,3.43523,1.0,0.250
Qual a acreditação da Universidade de Chicago?,Higher Learning Commission,1.75,4.10211,1.0,0.250,1.0,2.50045,1.0,0.000
Quantas escolas profissionais a Universidade de Chicago possui?,sete,2.22222,4.37319,1.0,0.167,0.0,1.0,1.0,1.000
Qual a área de atuação de Yoichiro Nambu?,trabalho na Universidade de Chicago,1.66667,4.51932,0.875,0.250,1.0,3.43523,1.0,0.500
Quem foi o primeiro ganhador do Prêmio Nobel afiliado à Universidade de Chicago?,98,2.78571,5.36491,1.0,0.222,0.0,1.0,1.0,0.000
