Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a população de Fresno em 2020?,542,1.66667,4.37319,1.0,0.250,0.0,1.0,1.0,0.000
Fresno é considerada qual cidade mais populosa na Califórnia?,quinta,1.9,4.61384,1.0,0.286,0.0,1.0,1.0,0.000
Quanto cobre a área de Fresno em km²?,300 km2,1.8,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
Em que ano foi fundada Fresno?,1872,1.85714,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
Qual ferrovia contribuiu para o estabelecimento original de Fresno?,Central Pacific Railroad,1.8,4.61384,1.0,0.800,1.0,2.50045,1.0,0.000
Quantos quilômetros separa Fresno da cidade de Sacramento?,270 km,2.88889,4.37319,1.0,0.286,0.5,1.85566,1.0,0.000
Fresno é conhecida por sua produção em qual área econômica?,agricultural,2.45455,4.82961,1.0,0.333,0.0,1.0,1.0,0.000
Quanto era a população hispânica na cidade de Fresno em 2020?,50.5%,2.08333,5.02467,1.0,0.500,0.5,1.85566,1.0,0.000
Qual parque nacional está localizado a cerca de 100 km ao norte de Fresno?,Yosemite National Park,2.2,5.63172,0.92857,0.429,1.0,2.50045,1.0,0.000
Fresno é a maior cidade de qual região da Califórnia?,Central Valley,2.36364,4.82961,1.0,0.500,0.5,1.85566,1.0,0.000
