Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é o direito da União Europeia?,um sistema de regras que opera nos estados membros da UE,2.11111,4.51932,0.875,0.750,1.45455,5.02467,1.0,0.167
Quem atua nas áreas do direito da União Europeia junto com Henry G. Schermers?,John Bell (legal scholar),2.33333,5.51466,1.0,0.375,1.5,3.01273,1.0,0.250
Qual revista atua na disciplina do direito da União Europeia?,Common Market Law Review,3.63636,4.82961,1.0,0.833,1.5,3.01273,1.0,0.000
O que representa a UE de acordo com seu Tribunal de Justiça?,uma nova ordem jurídica de direito internacional,1.76923,5.32781,0.91667,0.200,1.0,4.10211,1.0,1.000
Qual é o objetivo da UE desde sua fundação após a Segunda Guerra Mundial?,promover a paz,2.26667,5.51466,1.0,0.286,0.66667,2.50045,1.0,1.000
Quais instituições superam os Estados-nação para fins de cooperação e desenvolvimento humano na UE?,instituições políticas,2.13333,5.51466,1.0,0.250,0.5,1.85566,1.0,0.000
Qual modelo de página wiki é usado pelo direito da União Europeia além do Template:R from move?,Template:Redirect category shell,2.3,6.01374,1.0,0.500,1.2,3.01273,1.0,0.000
Quem é considerado uma subdisciplina no direito da União Europeia?,Henry G. Schermers,2.27273,4.82961,1.0,0.500,1.0,2.50045,1.0,0.000
Para que finalidade foram desenvolvidas as leis da UE desde a Comunidade Europeia do Carvão e do Aço?,para fins de cooperação e desenvolvimento humano,2.57895,6.11685,0.94444,0.333,1.14286,4.10211,1.0,0.500
Quais são os modelos de página wiki utilizados pelo direito da União Europeia além do Template:Redirect category shell?,Template:R from word rearrangement,3.09524,6.11885,1.0,0.417,1.5,3.43523,1.0,0.000
