Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Os Huguenots estiveram prominentes no seio qual século?,Mitade do século XVI,2.44444,4.37319,1.0,0.400,0.75,3.01273,1.0,0.333
O Edicto de Fontainebleau em 1685 fez com os Huguenots?,Declinhou seu império,2.18182,4.82961,1.0,0.167,0.66667,2.50045,1.0,0.500
Quando e por多久 o conflito entre as classes religiosas na França durou?,Entre 1562 e 1598 anos,2.92308,5.20226,1.0,0.167,1.0,3.43523,1.0,0.000
Qual foi a natureza da leitura das Biografias de Condé sobre os Huguenots?,Foram baseadas em relatos literários,2.5,5.36491,1.0,0.444,0.8,3.43523,1.0,0.000
O_império_dos_Huguenots_foi_grantido_por que em qual período?,Edicto de Nantes entre 1567 e 1635 anos,2.0,3.43523,1.0,0.500,1.375,4.37319,1.0,0.000
Quantas pessoas dos Huguenots restaram após a Persecução de Louis XIV?,Around 800,2.25,5.02467,1.0,0.143,0.5,1.85566,1.0,0.000
A exodus dos Huguenots occasionou que importantes locações da sociedade fossem vacadas?,True,3.07692,5.20226,1.0,0.125,0.0,1.0,1.0,0.000
Quando a Persecução protestante officialmente terminou na França?,1787 com o Edicto de Versailles,2.11111,4.37319,1.0,0.200,0.83333,3.79304,1.0,0.250
Os Huguenots eram chamados de qual name quando convertssem para Católica?,Nicodemes,1.83333,5.02467,1.0,0.000,0.0,1.0,1.0,0.000
Os Huguenots eram considerados Rebuscos ou Calvinistas na França?,Calvinistas,2.0,4.61384,1.0,0.000,0.0,1.0,1.0,0.000
