Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quem fundou a dinastia Yuan?,Kublai Khan,1.5,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
Em que ano a dinastia Yuan foi formalmente fundada?,1271,2.1,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
Qual é o nome mongol da dinastia Yuan?,Dai-ön Yeke Mongγol Ulus,2.33333,4.37319,1.0,0.200,1.5,3.01273,1.0,0.000
Qual é o nome chinês da dinastia Yuan?,yuán cháo,1.88889,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
Qual é o nome alternativo oficial da dinastia Yuan?,Alternative official full name,2.3,4.61384,1.0,0.500,1.5,3.01273,1.0,0.000
Qual dinastia ocorreu antes da dinastia Yuan?,Western Xia,1.875,4.25402,0.85714,0.000,0.5,1.85566,1.0,0.000
Qual dinastia sucedeu a dinastia Yuan?,Ming dynasty,1.71429,3.95066,0.83333,0.000,0.5,1.85566,1.0,0.000
Qual era a capital da dinastia Yuan?,Khanbaliq,2.0,4.10211,1.0,0.750,0.0,1.0,1.0,0.000
Em que ano a dinastia Yuan foi dissolvida?,1368,2.11111,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Qual a relação da dinastia Yuan com o Império Mongol?,Era uma dinastia estabelecida dentro do contexto do Império Mongol,2.45455,4.82961,1.0,0.200,1.5,4.96484,0.9,0.000
