Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual organização estabeleceu o IPCC em 1988?,O IPCC foi estabelecido pela WMO e UNEP.,1.75,4.10211,1.0,0.250,1.88889,4.37319,1.0,0.000
Qual é o principal objetivo do IPCC?,Advancar o conhecimento científico sobre mudanças climáticas.,1.75,4.10211,1.0,0.750,1.75,4.10211,1.0,0.400
Quantos estados membros governam o IPCC?,O IPCC tem 195 estados membros.,2.0,3.79304,1.0,0.000,1.85714,3.79304,1.0,0.000
Qual é o ciclo de duração típico da eleição do bureau?,Ciclos costumam durar seis a sete anos.,2.08333,5.02467,1.0,0.667,1.75,4.10211,1.0,0.250
Qual o papel dos cientistas selecionados pelo bureau?,Preparam relatórios do IPCC.,2.77778,4.37319,1.0,0.250,1.6,3.01273,1.0,0.000
O IPCC realiza sua própria pesquisa original?,Não,1.75,4.10211,1.0,0.750,0.0,1.0,1.0,0.000
Qual o nome do relatório influente lançado em 2018?,Relatório sobre o Aquecimento Global de 1.5°C.,2.2,4.61384,1.0,0.200,2.0,4.10211,1.0,0.200
Qual evento recebeu o Prêmio Nobel da Paz em 2007?,O IPCC,2.54545,4.82961,1.0,0.143,0.5,1.85566,1.0,0.000
Em que ano começou o sexto ciclo de avaliação do IPCC?,Em 2015,1.91667,5.02467,1.0,0.667,0.5,1.85566,1.0,0.000
Qual o nome do relatório publicado em 2021?,Contribuição do Grupo I do Relatório de Avaliação 6.,2.22222,4.37319,1.0,0.250,3.2,4.75438,0.88889,0.250
Qual a descrição do relatório de 2021?,O relatório foi descrito como o mais severo aviso.,1.75,4.10211,1.0,0.333,1.9,4.75438,0.88889,0.333
Em que ano foi publicado o relatório sobre os impactos e adaptação?,Em fevereiro de 2022.,1.92308,5.20226,1.0,0.333,1.4,3.01273,1.0,0.500
Qual o objetivo do sexto ciclo de avaliação do IPCC?,É o ciclo mais ambicioso na história do IPCC.,1.90909,4.96484,0.9,1.000,2.4,4.61384,1.0,0.500
