Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é uma ctnenophile?,Ctnenophile é um type de insecto que captura a attention do seu predador e laterá para se afastar.,1.4,3.01273,1.0,0.000,2.05263,6.01374,1.0,0.222
Como os ctnenophores atacam sua prata?,Ctnenophores atacam sua prata por causa de seu uso do pico suave e suavemente.,1.71429,3.79304,1.0,0.333,2.4,5.51466,1.0,0.571
O que defines uma ctnenophile?,O que define uma ctnenophileé o tipo de insecto que captura a attention do seu predador.,1.5,3.43523,1.0,0.000,3.17647,6.01226,0.875,0.286
How do they defend themselves?,Ctnenophores defendcem-se por causa da sua lógica de uso suave e suavemente.,2.0,3.43523,1.0,0.000,2.07692,5.20226,1.0,0.333
What are the physical characteristics of a ctnenophile?,As características físicas de uma ctnenophile são suaves,2.88889,4.37319,1.0,0.500,1.5,4.37319,1.0,0.200
Are there any scientific studies about their behavior?,Existem pesquisa científicas sobre o comportamento das ctenophores.,3.33333,4.37319,1.0,0.000,1.88889,4.37319,1.0,0.400
How do Ctenophora's behaviors relate to their role in ecosystems?,Os behave das ctenophores relates a si theirs roles com os processos ambientais.,3.46154,5.02467,1.0,0.182,2.64286,5.48607,0.92308,0.000
Can Ctenophora's behavior affect other species?,O behave das ctenophores pode afetar outros organismos,2.22222,4.10211,1.0,0.143,1.375,4.37319,1.0,0.000
Qual é uma definição da ctnenophile?,Qual é uma definição da ctnenophile?,1.71429,3.79304,1.0,0.333,1.71429,3.79304,1.0,0.333
