Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. What is the definition of a prime number?,A natural number greater than 1 not divisible by any smaller number.,1.47222,4.61384,1.0,0.444,4.0,5.32781,0.91667,0.091
2. What are numbers greater than 1 that are not prime called?,composite numbers.,2.29167,5.32781,0.91667,0.000,1.0,1.85566,1.0,0.000
3. What theorem states that every natural number greater than 1 is either prime or can be uniquely factored into primes?,fundamental theorem of arithmetic.,3.0119,6.31084,1.0,0.050,1.6,3.01273,1.0,0.250
4. What is the name of the property that determines if a number is prime or not?,primality.,2.39706,6.12437,0.88235,0.000,0.5,1.0,1.0,0.000
5. What is the name of the algorithm that checks primality by testing divisibility by numbers up to the square root?,trial division.,4.05952,6.61757,0.85714,0.000,1.0,1.85566,1.0,0.000
6. What is the name of the probabilistic algorithm used for primality testing?,Miller–Rabin primality test.,2.51923,5.48607,0.92308,0.000,2.0,2.50045,1.0,0.000
7. What is the name of the deterministic algorithm that always gives the correct answer for primality?,AKS primality test.,3.45588,6.12437,0.88235,0.000,1.25,2.50045,1.0,0.000
8. What is the largest known prime number as of December 2018 in terms of digits?,24,2.09375,5.89142,0.9375,0.000,0.0,1.0,1.0,0.000
9. What are some unsolved problems related to prime numbers?,Goldbach's conjecture and twin prime conjecture.,2.15,4.82961,1.0,0.000,2.66667,4.25402,0.85714,0.143
10. What are the applications of prime numbers in information technology?,public-key cryptography.,2.38636,5.02467,1.0,0.000,1.0,1.85566,1.0,0.000
1. What is the definition of a prime number?,A natural number greater than 1 with no divisors other than 1 and itself.,1.47222,4.61384,1.0,0.444,3.33333,5.76263,0.85714,0.083
2. What are numbers greater than 1 that are not prime called?,composite numbers.,2.29167,5.32781,0.91667,0.000,1.0,1.85566,1.0,0.000
3. What theorem states that every natural number greater than 1 is either prime or can be uniquely factored into primes?,fundamental theorem of arithmetic.,3.0119,6.31084,1.0,0.050,1.6,3.01273,1.0,0.250
4. What is the name of the property that determines if a number is prime or not?,primality.,2.39706,6.12437,0.88235,0.000,0.5,1.0,1.0,0.000
5. What is the name of the algorithm that checks primality by testing divisibility by numbers up to the square root?,trial division.,4.05952,6.61757,0.85714,0.000,1.0,1.85566,1.0,0.000
6. What is the name of the probabilistic algorithm used for primality testing?,Miller–Rabin primality test.,2.51923,5.48607,0.92308,0.000,2.0,2.50045,1.0,0.000
7. What is the name of the deterministic algorithm that always gives the correct answer for primality?,AKS primality test.,3.45588,6.12437,0.88235,0.000,1.25,2.50045,1.0,0.000
8. What is the largest known prime number as of December 2018 in terms of digits?,24,2.09375,5.89142,0.9375,0.000,0.0,1.0,1.0,0.000
9. What are some unsolved problems related to prime numbers?,Goldbach's conjecture and twin prime conjecture.,2.15,4.82961,1.0,0.000,2.66667,4.25402,0.85714,0.143
10. What are the applications of prime numbers in information technology?,public-key cryptography.,2.38636,5.02467,1.0,0.000,1.0,1.85566,1.0,0.000
