Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
De que organização o IPCC faz parte?,As Nações Unidas,2.0,4.10211,1.0,0.500,0.66667,2.50045,1.0,0.000
Quais organizações da ONU estabeleceram o IPCC?,A Organização Meteorológica Mundial (OMM) e o Programa das Nações Unidas para o Meio Ambiente (PNUMA),2.375,4.10211,1.0,0.000,1.65,5.89142,0.9375,0.385
O que a ONU quer estabilizar?,Concentrações de gases de efeito estufa na atmosfera,1.71429,3.79304,1.0,0.000,1.25,4.51932,0.875,0.600
Qual é o tratado de mudança climática da ONU?,Convenção-Quadro das Nações Unidas sobre Mudança do Clima,2.0,4.61384,1.0,0.200,1.5,4.37319,1.0,0.286
Qual resolução da ONU endossou o IPCC?,Resolução 43/53,2.5,4.10211,1.0,0.000,0.5,1.85566,1.0,0.000
Quem é o presidente do IPCC?,Hoesung Lee,1.71429,3.79304,1.0,0.333,0.5,1.85566,1.0,0.000
Que nacionalidade é Hoesung Lee?,Coreano,1.66667,3.43523,1.0,0.250,0.0,1.0,1.0,0.000
Quem foi o primeiro presidente do IPCC?,Bert Bolin,1.75,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Quando Pachauri renunciou ao cargo de presidente do IPCC?,Fevereiro de 2015,1.9,4.61384,1.0,0.400,0.66667,2.50045,1.0,0.000
Qual é a principal contribuição do IPCC para o Seis Assentos Report (AR6)?,O relatório mais influente foi o Special Report on Global Warming of 1.5°C em 2018.,2.5,5.36491,1.0,0.125,3.76471,5.76639,0.93333,0.083
