Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Paul Baran desenvolveu o conceito Switching Adaptive Message Block,o conceito Switching Adaptive Message Block foi desenvolvido por Paul Baran no final dos anos 50.,1.66667,4.61384,1.0,0.125,3.47059,5.78178,1.0,0.333
 Donald Davies creditado com o nome moderno de comutação de pacotes,Donald Davies é crédito para_creditar o nome moderno de comutação de pacotes e inspirar redes de comutação de pacotes na Europa.,1.09091,5.1549,0.90909,0.286,2.22727,6.86758,0.7619,0.286
 Packet switching possuem um header e um payload,Packet switching é caracterizado por um header e um payload,1.125,4.51932,0.875,0.000,1.3,4.96484,0.9,0.000
 O objetivo do sistema Switching Adaptive Message Block foi fornecer um método de roteamento eficiente e tolerante a falhas para mensagens de telecomunicações,O sistema Switching Adaptive Message Block teve como objetivo principal fornecer um método robusto para enviar mensagens.,2.13043,6.57194,0.95652,0.400,2.66667,5.90165,1.0,0.538
 Donald Davies pioneiro na definição de packet switching,Donald Davies é considerado pioneiro no estabelecimento do termo packet switching.,2.125,4.37319,1.0,0.167,3.58333,5.02467,1.0,0.222
 Packet switching é caracterizado por uma taxa por unidade de tempo de conexão, unlike circuit switching,1.0,5.62279,0.84615,0.500,1.0,2.50045,1.0,0.000
 Donald Davies pioneiro na definição de packet switching,Donald Davies pioneiro na definição do termo packet switching e sua aplicação em redes.,2.125,4.37319,1.0,0.167,3.66667,5.51466,1.0,0.333
 O que é comutação de circuitos?,A comutação de circuitos é caracterizada por uma taxa fixa de transmissão de dados ao longo do tempo.,1.57143,3.79304,1.0,0.000,2.05263,6.22924,0.88889,0.333
 O que é a diferença entre o switch de circuitos e o switch de pacotes?,O switch de circuitos usa um circuitoônico fixo para enviar e receber dados,2.375,6.19145,0.73333,0.167,1.76923,5.36491,1.0,0.375
 Donald Davies pioneiro na definição de packet switching,Donald Davies pioneiro na definição do termo packet switching e sua aplicação em redes.,2.125,4.37319,1.0,0.167,3.66667,5.51466,1.0,0.333
