Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quando foi fundada a Harvard University?,1636,1.57143,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual é o nome da universidade que nunca foi formalmente afiliada a uma denominação religiosa?,Harvard University,2.1875,5.65316,1.0,0.333,0.5,1.85566,1.0,0.000
Quais são os campos acadêmicos da Harvard University?,79 bibliotecas individuais,2.33333,4.37319,1.0,0.200,0.66667,2.50045,1.0,0.000
Quantas gerações de presidentes da Harvard University existiram?,28 gerações de presidentes,2.33333,4.37319,1.0,0.000,0.75,3.01273,1.0,0.000
Qual é o número total de ganhadores do Prêmio Nobel associados à Harvard University?,150,3.26667,5.51466,1.0,0.333,0.0,1.0,1.0,0.000
Quantos presidentes dos EUA são ex-alunos da Harvard University?,oito presidentes dos EUA,2.6,4.61384,1.0,0.167,1.0,3.01273,1.0,0.000
A qual instituição pertence a Christos Papadimitriou?,Harvard University,1.625,4.25402,0.85714,0.250,0.5,1.85566,1.0,0.000
Qual é o nome do líder que transformou a universidade em uma moderna instituição de pesquisa durante a Grande Depressão e a Segunda Guerra Mundial?,James Bryant Conant,2.26923,6.81246,0.92,0.733,1.0,2.50045,1.0,0.000
Em qual ano a Harvard University se tornou coeducacional?,1977,2.1,4.61384,1.0,0.200,0.0,1.0,1.0,0.000
Qual é o nome da universidade que encontrou em 1900 a Associação de Universidades Americanas?,Harvard University,2.5625,5.65316,1.0,0.333,0.5,1.85566,1.0,0.000
