Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quem é um dos indivíduos que trabalhou em Harvard?,John Harvard,1.8,4.61384,1.0,0.000,0.5,1.85566,1.0,0.000
Quantas pessoas são membros do corpo docente de Harvard?,Não especificado na informação fornecida.,2.0,4.61384,1.0,0.500,1.66667,3.43523,1.0,0.250
Quantos presidentes dos EUA foram alunos de Harvard?,oito presidentes dos EUA,2.33333,4.37319,1.0,0.000,1.0,3.01273,1.0,0.000
Qual é o tamanho da coleção da biblioteca de Harvard em termos de volumes?,18 milhões de volumes,2.46667,5.76263,0.85714,0.500,0.75,3.01273,1.0,0.000
Quantas bibliotecas individuais compõem a Harvard Library?,79 bibliotecas individuais,1.875,4.10211,1.0,0.000,0.66667,2.50045,1.0,0.000
Quem foi um líder importante durante a Grande Depressão e a Segunda Guerra Mundial em Harvard?,James Bryant Conant,2.29412,5.89142,0.9375,0.750,1.0,2.50045,1.0,0.000
Qual é o número do ranking da Universidade Harvard na lista US News & World Report?,1,4.0,5.78178,1.0,0.182,0.0,1.0,1.0,0.000
Quantos ganhadores do Nobel são ex-alunos de Harvard?,150 ganhadores do Nobel,2.33333,4.37319,1.0,0.200,1.5,3.01273,1.0,0.000
Quem foi o presidente que transformou Harvard em uma universidade moderna de pesquisa?,Charles W. Eliot,2.42857,5.36491,1.0,0.429,1.0,2.50045,1.0,0.000
Em qual ano a graduação se tornou coeducacional em Harvard?,1977,2.09091,4.96484,0.9,0.200,0.0,1.0,1.0,0.000
