Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a principal diferença entre comutação de pacotes e comutação de circuitos?,Enquanto a comutação de circuitos estabelece uma ligação virtual dedicada durante a transmissão,1.92857,5.62279,0.84615,0.286,1.30769,5.48607,0.92308,0.286
Qual é o objetivo principal da comutação de pacotes?,Optimizar o uso da largura de banda da rede,1.8,4.61384,1.0,0.600,1.55556,4.75438,0.88889,0.800
Qual é uma desvantagem da comutação de pacotes em relação à comutação de circuitos?,A comutação de pacotes apresenta maior variação na qualidade de serviço,1.93333,5.76263,0.85714,0.000,1.27273,5.1549,0.90909,0.571
Qual técnica de comutação de pacotes garante a entrega ordenada dos pacotes?,Comutação com ligação (circuito virtual),2.46154,5.47097,0.83333,0.143,1.28571,3.43523,1.0,0.250
Qual técnica de comutação de pacotes oferece maior flexibilidade e robustez?,Comutação sem ligação (datagrama),2.25,5.1549,0.90909,0.286,1.33333,3.01273,1.0,0.333
Qual é uma vantagem da comutação de pacotes sobre a comutação de circuitos?,A comutação de pacotes utiliza melhor os recursos da rede por meio de técnicas de multiplexagem temporal estatística,1.85714,5.62279,0.84615,0.167,1.38889,6.22924,0.88889,0.300
Qual paradigma de comunicação de dados estabelece uma ligação virtual entre os nós para uso dedicado durante a transmissão?,Comutação de circuitos,3.05,6.21898,0.94737,0.444,0.66667,2.50045,1.0,0.000
Que tipo de comutação de pacotes requer que o endereço de origem seja enviado sempre com os pacotes?,Comutação sem ligação (datagrama),2.31579,6.48832,0.77778,0.400,1.33333,3.01273,1.0,0.333
Qual é o nome da unidade de transferência de informação na comutação de pacotes?,Pacote,2.2,5.76263,0.85714,0.429,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é a principal diferença entre comutação de pacotes e comutação de circuitos?,Enquanto a comutação de circuitos estabelece uma ligação virtual dedicada durante a transmissão,1.92857,5.62279,0.84615,0.286,1.30769,5.48607,0.92308,0.286
Qual é o objetivo principal da comutação de pacotes?,Optimizar o uso da largura de banda da rede,1.8,4.61384,1.0,0.600,1.55556,4.75438,0.88889,0.800
Qual é uma desvantagem da comutação de pacotes em relação à comutação de circuitos?,A comutação de pacotes apresenta maior variação na qualidade de serviço,1.93333,5.76263,0.85714,0.000,1.27273,5.1549,0.90909,0.571
Qual técnica de comutação de pacotes garante a entrega ordenada dos pacotes?,Comutação com ligação (circuito virtual),2.46154,5.47097,0.83333,0.143,1.28571,3.43523,1.0,0.250
Qual técnica de comutação de pacotes oferece maior flexibilidade e robustez?,Comutação sem ligação (datagrama),2.25,5.1549,0.90909,0.286,1.33333,3.01273,1.0,0.333
Qual é uma vantagem da comutação de pacotes sobre a comutação de circuitos?,A comutação de pacotes utiliza melhor os recursos da rede por meio de técnicas de multiplexagem temporal estatística,1.85714,5.62279,0.84615,0.167,1.38889,6.22924,0.88889,0.300
Qual paradigma de comunicação de dados estabelece uma ligação virtual entre os nós para uso dedicado durante a transmissão?,Comutação de circuitos,3.05,6.21898,0.94737,0.444,0.66667,2.50045,1.0,0.000
Que tipo de comutação de pacotes requer que o endereço de origem seja enviado sempre com os pacotes?,Comutação sem ligação (datagrama),2.31579,6.48832,0.77778,0.400,1.33333,3.01273,1.0,0.333
Qual é o nome da unidade de transferência de informação na comutação de pacotes?,Pacote,2.2,5.76263,0.85714,0.429,0.0,1.0,1.0,0.000
