Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quem é o criador do conceito de desobediência civil?,Henry David Thoreau,2.0,4.61384,1.0,0.600,1.0,2.50045,1.0,0.000
Qual é o objetivo principal da desobediência civil?,Opôr-se a leis injustas ou a governos opressores,1.77778,4.37319,1.0,0.800,0.875,4.51932,0.875,0.000
Quais figuras históricas utilizaram a desobediência civil como forma de protesto?,Mahatma Gandhi,2.0,5.02467,1.0,0.286,0.5,1.85566,1.0,0.000
O que define a desobediência civil?,Uma forma de protesto político pacífico contra ordens injustas ou governos opressores,1.57143,3.79304,1.0,0.333,1.33333,5.20226,1.0,0.250
Qual é um exemplo de evento que utilizou a desobediência civil?,A 1998 Russian miners' strike,1.75,5.02467,1.0,0.500,2.16667,3.43523,1.0,0.000
Qual é o método principal da desobediência civil?,Ação direta e não violenta contra leis ou políticas consideradas injustas,1.77778,4.37319,1.0,0.600,1.54545,5.02467,1.0,0.250
Qual é o propósito da movimentação de desobediência civil?,Promover mudanças sociais através de resistência pacífica,1.8,4.61384,1.0,0.400,1.14286,4.10211,1.0,0.200
O que acontece quando um governo não satisfaz as demandas da população?,A desobediência civil pode ser utilizada como forma de protesto,2.38462,5.20226,1.0,0.667,1.1,4.82961,1.0,0.571
Qual é o objetivo principal da desobediência civil segundo o contexto?,Incentivar a justiça social e a reforma política,1.91667,5.1549,0.90909,0.667,1.125,4.51932,0.875,0.800
Qual é outro exemplo de evento que utilizou a desobediência civil?,O movimento dos yellow vests em França,1.75,5.02467,1.0,0.500,1.42857,4.10211,1.0,0.250
