Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que significa o termo Normano?,Deriva de Northmen ou Norsemen,1.57143,3.95066,0.83333,0.333,1.2,3.43523,1.0,0.000
De onde os Normandos originaram-se?,Do norte da França.,1.83333,3.43523,1.0,0.000,1.6,3.01273,1.0,0.500
Qual foi o papel dos Normandos na Inglaterra?,Desempenharam um papel crucial na Conquista Normanda da Inglaterra,2.33333,4.37319,1.0,0.250,2.55556,4.61384,1.0,0.143
Quais foram as contribuições dos Normandos na Itália?,Estabeleceram estados na Sicília e sul da península Itálica.,2.33333,4.37319,1.0,0.000,2.6,4.61384,1.0,0.333
Qual foi a batalha que marcou a conquista da Inglaterra pelos Normandos?,Batalha de Hastings.,2.23077,5.32781,0.91667,0.286,1.25,2.50045,1.0,0.333
Qual família normanda é mencionada como descendente de Normandos?,Hauteville family.,2.0,4.61384,1.0,0.333,1.0,1.85566,1.0,0.000
Qual estilo arquitetônico está associado à Igreja de St Bride em Llansantffraed?,Estilo Norman.,2.07692,5.20226,1.0,0.300,1.0,1.85566,1.0,0.000
Quais crenças religiosas os Normandos praticavam?,Christianidade e paganesimo nórdico.,1.71429,3.79304,1.0,0.000,1.4,3.01273,1.0,0.000
Qual papel os Normandos desempenharam nas Cruzadas?,Tiveram influência significativa no meio Oriente.,2.125,4.10211,1.0,0.250,1.85714,3.79304,1.0,1.000
Quais são os descendentes modernos dos Normandos?,Incluem os jersiais e o francês.,1.75,4.10211,1.0,0.250,1.71429,3.79304,1.0,0.333
