Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quando começou a crise do petróleo de 1973?,outubro de 1973,2.0,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.500
Qual foi o preço inicial do petróleo em 1973?,$3 por barril,2.0,4.61384,1.0,0.600,0.75,3.01273,1.0,0.000
Por que os países árabes declararam o embargo ao petróleo?,em resposta à guerra do Yom Kippur,2.09091,4.82961,1.0,0.200,2.28571,4.10211,1.0,0.500
Quais foram os primeiros países alvo do embargo?,Canadá,2.0,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Quando terminou o embargo de petróleo?,março de 1974,1.57143,3.79304,1.0,0.333,0.66667,2.50045,1.0,0.500
Qual foi a taxa de aumento no preço do petróleo durante a crise?,quase 300%,2.78571,5.48607,0.92308,0.833,0.66667,2.50045,1.0,0.500
O que causou a crise do petróleo de 1973?,o embargo imposto pela OAPEC,2.1,4.61384,1.0,0.500,1.4,3.43523,1.0,0.667
Quem liderou o embargo à exportação de petróleo em 1973?,Arábia Saudita,2.0,4.82961,1.0,0.400,0.5,1.85566,1.0,0.000
Qual foi outro nome dado para a crise do petróleo de 1973?,primeiro choque do petróleo,1.92308,5.20226,1.0,0.833,1.0,3.01273,1.0,1.000
O que aconteceu com os preços do petróleo globalmente após o embargo?,subiram quase $12 por barril,2.38462,5.32781,0.91667,0.200,1.0,3.43523,1.0,0.250
