Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Pergunta_1,Resposta_1,0.0,1.0,1.0,0.000,0.0,1.0,1.0,0.000
Qual foi o início oficial da crise petrolífera de 1973?,outubro de 1973,2.18182,4.82961,1.0,0.667,0.66667,2.50045,1.0,0.500
Que país não participou do embargo petrolífero anunciado por membros da OPAEP?,Portugal,2.23077,5.20226,1.0,0.375,0.0,1.0,1.0,0.000
O preço do petróleo triplicou durante qual período?,do início ao fim do embargo,2.22222,4.37319,1.0,0.750,2.5,3.95066,0.83333,0.667
Qual foi o efeito mais notável sobre os preços internacionais após o embargo petrolífero?,subiu de US$ 3 por barril para cerca de US$ 12 no mundo inteiro,2.0,5.63172,0.92857,0.250,1.8125,5.89204,0.86667,0.222
A crise petrolífera de 1973 teve também conhecido como o primeiro choque do petróleo,Verdade,1.42857,5.51466,1.0,0.667,0.0,1.0,1.0,0.000
Qual foi a situação política que levou à proclamação inicial do embargo por membros da OPAEP?,Apoiadores de Israel durante a Guerra do Yom Kippur,2.58824,5.78178,1.0,0.333,1.22222,4.61384,1.0,0.750
Qual país foi excluído da lista inicial de países alvo após o início do embargo petrolífero anunciado pela OPAEP?,Portugal,2.7,6.11885,1.0,0.500,0.0,1.0,1.0,0.000
O segundo choque do petróleo é mais conhecido como qual crise que ocorreu em 1979?,Crisis do Petróleo de 1979,2.1875,5.65316,1.0,0.778,1.0,3.43523,1.0,0.250
Qual foi a principal consequência econômica da crise petrolífera de 1973 no mercado internacional?,Aumento significativo nos preços do petróleo,2.53333,5.51466,1.0,0.444,2.5,3.79304,1.0,0.250
